Auto.,STATE,CITY,ICAO,IATA,Fixed Base Operator,,FROM,TO,PRICE,EFF DATE,PREAUTH,FBO FAX,FBO WEBSITE,AGENT FOT,AVFUEL CONTACT INFO,AVFUEL CF PHONE,AVFUEL WEBSITE,PRODUCT,NOTES,SUB-ACCOUNT,TAIL NUMBER
No,TX,Kerrville,KERV,ERV,"Kerrville Aviation",,"2001","99999",5.8147 ,3/10/2026,T,,www.kerrvilleaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,***PRICES AT KERV CHANGE DAILY AND ARE VALID UNTIL MIDNIGHT  24:00 EST.***  ,,
No,TX,Lubbock,KF82,F82,"ClearTech Aviation  LLC",,"1","300",6.4431 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Lubbock,KF82,F82,"ClearTech Aviation  LLC",,"301","500",6.2431 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Lubbock,KF82,F82,"ClearTech Aviation  LLC",,"501","1000",6.0431 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Lubbock,KF82,F82,"ClearTech Aviation  LLC",,"1001","99999",5.8431 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Fort Stockton,KFST,FST,"Fort Stockton Aviation",,"1","200",6.2710 ,3/10/2026,T,4323369903,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Fort Stockton,KFST,FST,"Fort Stockton Aviation",,"201","500",6.1710 ,3/10/2026,T,4323369903,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Fort Stockton,KFST,FST,"Fort Stockton Aviation",,"501","99999",6.0710 ,3/10/2026,T,4323369903,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Fort Worth,KFWS,FWS,"Harrison Aviation - FWS",,"1","500",7.4545 ,3/10/2026,T,8172959278,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Fort Worth,KFWS,FWS,"Harrison Aviation - FWS",,"501","1000",7.3545 ,3/10/2026,T,8172959278,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Fort Worth,KFWS,FWS,"Harrison Aviation - FWS",,"1001","1500",7.2545 ,3/10/2026,T,8172959278,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Fort Worth,KFWS,FWS,"Harrison Aviation - FWS",,"1501","99999",7.1545 ,3/10/2026,T,8172959278,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Longview,KGGG,GGG,"KRS Jet Center",,"1","500",5.6666 ,3/10/2026,T,9036437277,www.krsjetcenter.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Longview,KGGG,GGG,"KRS Jet Center",,"501","1000",5.5666 ,3/10/2026,T,9036437277,www.krsjetcenter.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Longview,KGGG,GGG,"KRS Jet Center",,"1001","1500",5.4666 ,3/10/2026,T,9036437277,www.krsjetcenter.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Longview,KGGG,GGG,"KRS Jet Center",,"1501","99999",5.3666 ,3/10/2026,T,9036437277,www.krsjetcenter.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Arlington,KGKY,GKY,"Arlington Air Center",,"1","400",6.4290 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Arlington,KGKY,GKY,"Arlington Air Center",,"401","1000",6.2790 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Arlington,KGKY,GKY,"Arlington Air Center",,"1001","99999",6.0790 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Galveston,KGLS,GLS,"Island Jet Center",,"1","99999",7.0772 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Seminole,KGNC,GNC,"Fly Tex Aviation",,"1","99999",5.3389 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Killeen,KGRK,GRK,"Killeen Regional Airport",,"1","250",5.4953 ,3/9/2026,T,2545018757,www.killeentexas.gov/546/Skylark-Field-Airport,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,***PRICES AT KGRK CHANGE DAILY AND ARE VALID UNTIL MIDNIGHT  24:00 EST.***,,
No,TX,Killeen,KGRK,GRK,"Killeen Regional Airport",,"251","99999",5.3953 ,3/9/2026,T,2545018757,www.killeentexas.gov/546/Skylark-Field-Airport,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,***PRICES AT KGRK CHANGE DAILY AND ARE VALID UNTIL MIDNIGHT  24:00 EST.***,,
No,TX,Georgetown,KGTU,GTU,"Cutter Aviation - GTU",,"1","500",6.0788 ,3/10/2026,T,,Cutter Aviation Georgetown,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Georgetown,KGTU,GTU,"Cutter Aviation - GTU",,"501","1000",5.7288 ,3/10/2026,T,,Cutter Aviation Georgetown,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Georgetown,KGTU,GTU,"Cutter Aviation - GTU",,"1001","99999",5.3288 ,3/10/2026,T,,Cutter Aviation Georgetown,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Hebbronville,KHBV,HBV,"CosbyAir",,"1","1000",6.7003 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Hebbronville,KHBV,HBV,"CosbyAir",,"1001","99999",6.4503 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Big Spring,KBPG,HCA,"City of Big Spring",,"1","99999",5.6576 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Houston,KHOU,HOU,"Atlantic Aviation - HOU",,"1","200",6.6100 ,3/10/2026,T,7136445177,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KHOU,HOU,"Atlantic Aviation - HOU",,"201","400",6.3600 ,3/10/2026,T,7136445177,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KHOU,HOU,"Atlantic Aviation - HOU",,"401","600",6.1100 ,3/10/2026,T,7136445177,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KHOU,HOU,"Atlantic Aviation - HOU",,"601","800",5.8500 ,3/10/2026,T,7136445177,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KHOU,HOU,"Atlantic Aviation - HOU",,"801","1000",5.6000 ,3/10/2026,T,7136445177,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KHOU,HOU,"Atlantic Aviation - HOU",,"1001","99999",5.3500 ,3/10/2026,T,7136445177,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KHOU,HOU,"Galaxy FBO  - HOU",,"1","99999",3.8883 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,(Fly Louie Alliance),,
No,TX,Houston,KHOU,HOU,"Jet Aviation - HOU",,"1","500",4.2840 ,3/3/2026,T,7133589090,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KHOU,HOU,"Jet Aviation - HOU",,"501","1000",4.1840 ,3/3/2026,T,7133589090,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KHOU,HOU,"Jet Aviation - HOU",,"1001","2000",4.0840 ,3/3/2026,T,7133589090,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KHOU,HOU,"Jet Aviation - HOU",,"2001","99999",3.9840 ,3/3/2026,T,7133589090,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KHOU,HOU,"Million Air - HOU",,"1","500",6.5369 ,3/10/2026,T,8662838274,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KHOU,HOU,"Million Air - HOU",,"501","1000",6.1869 ,3/10/2026,T,8662838274,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KHOU,HOU,"Million Air - HOU",,"1001","99999",5.8369 ,3/10/2026,T,8662838274,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,TX,Houston,KHOU,HOU,"Signature - HOU",,"1","500",4.9810 ,3/4/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
Yes,TX,Houston,KHOU,HOU,"Signature - HOU",,"501","1200",4.7810 ,3/4/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
Yes,TX,Houston,KHOU,HOU,"Signature - HOU",,"1201","99999",4.5110 ,3/4/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
Yes,TX,Houston,KHOU,HOU,"Wilson Air Center",,"1","199",5.9760 ,3/10/2026,F,,www.wilsonair.com/hou-houston,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,TX,Houston,KHOU,HOU,"Wilson Air Center",,"200","499",5.8760 ,3/10/2026,F,,www.wilsonair.com/hou-houston,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,TX,Houston,KHOU,HOU,"Wilson Air Center",,"500","999",5.8260 ,3/10/2026,F,,www.wilsonair.com/hou-houston,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,TX,Houston,KHOU,HOU,"Wilson Air Center",,"1000","1499",5.7260 ,3/10/2026,F,,www.wilsonair.com/hou-houston,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,TX,Houston,KHOU,HOU,"Wilson Air Center",,"1500","99999",5.6760 ,3/10/2026,F,,www.wilsonair.com/hou-houston,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Mesquite,KHQZ,HQZ,"City of Mesquite",,"1","199",6.4925 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Mesquite,KHQZ,HQZ,"City of Mesquite",,"200","499",6.2925 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Mesquite,KHQZ,HQZ,"City of Mesquite",,"500","999",6.0925 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Mesquite,KHQZ,HQZ,"City of Mesquite",,"1000","99999",5.9925 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Harlingen,KHRL,HRL,"Sun Valley Aviation",,"1","500",5.3279 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Harlingen,KHRL,HRL,"Sun Valley Aviation",,"501","1000",5.2279 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Harlingen,KHRL,HRL,"Sun Valley Aviation",,"1001","99999",5.1279 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KIAH,IAH,"Atlantic Aviation - IAH",,"1","200",8.0030 ,3/10/2026,T,2818219149,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KIAH,IAH,"Atlantic Aviation - IAH",,"201","400",7.8030 ,3/10/2026,T,2818219149,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KIAH,IAH,"Atlantic Aviation - IAH",,"401","600",7.6030 ,3/10/2026,T,2818219149,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KIAH,IAH,"Atlantic Aviation - IAH",,"601","800",7.4030 ,3/10/2026,T,2818219149,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KIAH,IAH,"Atlantic Aviation - IAH",,"801","1000",7.2030 ,3/10/2026,T,2818219149,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KIAH,IAH,"Atlantic Aviation - IAH",,"1001","2500",7.0030 ,3/10/2026,T,2818219149,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KIAH,IAH,"Atlantic Aviation - IAH",,"2501","5000",6.2830 ,3/10/2026,T,2818219149,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KIAH,IAH,"Atlantic Aviation - IAH",,"5001","7500",5.5730 ,3/10/2026,T,2818219149,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KIAH,IAH,"Atlantic Aviation - IAH",,"7501","99999",4.8530 ,3/10/2026,T,2818219149,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Houston,KIAH,IAH,"Signature - IAH",,"1","500",5.1271 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,TX,Houston,KIAH,IAH,"Signature - IAH",,"501","1200",4.7171 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,TX,Houston,KIAH,IAH,"Signature - IAH",,"1201","999999",4.4171 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
Yes,TX,Houston,KIAH,IAH,"Signature Aviation - IAH",,"1","500",5.3568 ,3/4/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
Yes,TX,Houston,KIAH,IAH,"Signature Aviation - IAH",,"501","1200",4.9468 ,3/4/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
Yes,TX,Houston,KIAH,IAH,"Signature Aviation - IAH",,"1201","99999",4.6468 ,3/4/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,TX,Killeen,KILE,ILE,"Skylark Field",,"1","250",5.5036 ,3/9/2026,T,2545018727,www.killeentexas.gov/546/Skylark-Field-Airport,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,***PRICES AT KILE CHANGE DAILY AND ARE VALID UNTIL MIDNIGHT  24:00 EST.***,,
No,TX,Killeen,KILE,ILE,"Skylark Field",,"251","99999",5.4036 ,3/9/2026,T,2545018727,www.killeentexas.gov/546/Skylark-Field-Airport,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,***PRICES AT KILE CHANGE DAILY AND ARE VALID UNTIL MIDNIGHT  24:00 EST.***,,
No,TX,Lubbock,KLBB,LBB,"Million Air - LBB",,"1","175",7.0186 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Lubbock,KLBB,LBB,"Million Air - LBB",,"176","475",6.9186 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Lubbock,KLBB,LBB,"Million Air - LBB",,"476","1125",6.8186 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Lubbock,KLBB,LBB,"Million Air - LBB",,"1126","2175",6.7186 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Lubbock,KLBB,LBB,"Million Air - LBB",,"2176","99999",6.6186 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Angleton,KLBX,LJN,"Texas Gulf Coast Regional Airport",,"1","200",5.2677 ,3/10/2026,T,9798481428,www.flylbx.org,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Angleton,KLBX,LJN,"Texas Gulf Coast Regional Airport",,"201","399",5.2177 ,3/10/2026,T,9798481428,www.flylbx.org,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Angleton,KLBX,LJN,"Texas Gulf Coast Regional Airport",,"400","99999",5.1177 ,3/10/2026,T,9798481428,www.flylbx.org,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Laredo,KLRD,LRD,"Barker Ground Services Inc",,"1","100",4.8206 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Laredo,KLRD,LRD,"Barker Ground Services Inc",,"101","250",4.6706 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Laredo,KLRD,LRD,"Barker Ground Services Inc",,"251","500",4.5206 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Laredo,KLRD,LRD,"Barker Ground Services Inc",,"501","1000",4.4206 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Laredo,KLRD,LRD,"Barker Ground Services Inc",,"1001","99999",4.3206 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Laredo,KLRD,LRD,"Signature - LRD",,"1","300",5.7844 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,TX,Laredo,KLRD,LRD,"Signature - LRD",,"301","1200",5.7344 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,TX,Laredo,KLRD,LRD,"Signature - LRD",,"1201","5000",5.6844 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,TX,Laredo,KLRD,LRD,"Signature - LRD",,"5001","10000",5.5744 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,TX,Laredo,KLRD,LRD,"Signature - LRD",,"10001","99999",5.4744 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
Yes,TX,Midland,KMAF,MAF,"Signature - MAF",,"1","300",6.5248 ,3/4/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
Yes,TX,Midland,KMAF,MAF,"Signature - MAF",,"301","1200",6.3348 ,3/4/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
Yes,TX,Midland,KMAF,MAF,"Signature - MAF",,"1201","99999",5.8048 ,3/4/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,TX,Midland,KMDD,MDD,"Basin Aviation",,"1","300",6.4163 ,3/10/2026,T,4326838851,www.basinaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Midland,KMDD,MDD,"Basin Aviation",,"301","500",6.3163 ,3/10/2026,T,4326838851,www.basinaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Midland,KMDD,MDD,"Basin Aviation",,"501","750",6.2163 ,3/10/2026,T,4326838851,www.basinaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Midland,KMDD,MDD,"Basin Aviation",,"751","1000",6.1163 ,3/10/2026,T,4326838851,www.basinaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Midland,KMDD,MDD,"Basin Aviation",,"1001","99999",6.0163 ,3/10/2026,T,4326838851,www.basinaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,McAllen,KMFE,MFE,"McCreery Aviation",,"1","99",6.9714 ,3/10/2026,T,9566863221,www.mccreeryaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Avfuel Pro Card only accepted with uplifts of 100 gallons or more. Alternate Payment required for No Fuel and and uplifts less than 100 gallons.    Flow Fee applies to all aircraft smaller than a DC-9,,
No,TX,McAllen,KMFE,MFE,"McCreery Aviation",,"100","500",6.5602 ,3/10/2026,T,9566863221,www.mccreeryaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Avfuel Pro Card only accepted with uplifts of 100 gallons or more. Alternate Payment required for No Fuel and and uplifts less than 100 gallons.    Flow Fee applies to all aircraft smaller than a DC-9,,
No,TX,McAllen,KMFE,MFE,"McCreery Aviation",,"501","1000",6.5102 ,3/10/2026,T,9566863221,www.mccreeryaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Avfuel Pro Card only accepted with uplifts of 100 gallons or more. Alternate Payment required for No Fuel and and uplifts less than 100 gallons.    Flow Fee applies to all aircraft smaller than a DC-9,,
No,TX,McAllen,KMFE,MFE,"McCreery Aviation",,"1001","99999",6.3702 ,3/10/2026,T,9566863221,www.mccreeryaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Avfuel Pro Card only accepted with uplifts of 100 gallons or more. Alternate Payment required for No Fuel and and uplifts less than 100 gallons.    Flow Fee applies to all aircraft smaller than a DC-9,,
No,TX,Odessa,KODO,ODO,"Ector County Airport",,"1","99999",5.8596 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Pecos,KPEQ,PEQ,"Crosby Flying Services",,"1","99",6.3639 ,3/10/2026,T,,www.crosbyflying.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Pecos,KPEQ,PEQ,"Crosby Flying Services",,"100","499",6.3139 ,3/10/2026,T,,www.crosbyflying.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Pecos,KPEQ,PEQ,"Crosby Flying Services",,"500","99999",6.2639 ,3/10/2026,T,,www.crosbyflying.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Denison,KGYI,PNX,"Rise Aviation",,"1","500",6.4523 ,3/10/2026,T,9037863458,www.texomajet.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Denison,KGYI,PNX,"Rise Aviation",,"501","1000",6.2023 ,3/10/2026,T,9037863458,www.texomajet.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Denison,KGYI,PNX,"Rise Aviation",,"1001","99999",5.8523 ,3/10/2026,T,9037863458,www.texomajet.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,TX,Pampa,KPPA,PPA,"Pampa Aircraft",,"1","99999",6.1029 ,3/10/2026,T,8066651886,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,***PRICES AT KPPA CHANGE DAILY AND ARE VALID UNTIL MIDNIGHT  24:00 EST.***,,
No,TX,Plainview,KPVW,PVW,"Tradewind Airport Corp.",,"1","200",5.7115 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Plainview,KPVW,PVW,"Tradewind Airport Corp.",,"201","500",5.6615 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Plainview,KPVW,PVW,"Tradewind Airport Corp.",,"501","1000",5.6115 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,TX,Plainview,KPVW,PVW,"Tradewind Airport Corp.",,"1001","99999",5.5615 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
