"ICAO","IATA","BASE_PRICE","USG_FROM","USG_TO","INTO PLANE FEE","SUPPLIER","EXCISE TAX","VAT","MOT_GAL","AIRPORT FEES","FLIGHT TYPE","TOTAL PRICE USD","EFFECTIVE DATE","EXPIRATION DATE","DISC","NOTES1"
"LICT","TPS","5.8202","1","99999","","Tafs Joint Venture","","","","","135","5.8202","3/11/2026","3/11/2026","","Valid: 3/11/2026 - 3/11/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 265 USD for uplift under 265 USG Out of hours fee 150 USD. Defuelling fee 1065 USD. Hook Up Fee 215 USD. No fuel fee 255 USD. Additional SAF Fee may be applied."
"LICT","TPS","7.6968","1","99999","","Tafs Joint Venture - Part 91","","","","","91","7.6968","3/11/2026","3/11/2026","","Part 91 / Executive or Private. Valid: 3/11/2026 - 3/11/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 265 USD for uplift under 265 USG Out of hours fee 150 USD. Defuelling fee 1065 USD. Hook Up Fee 215 USD. No fuel fee 255 USD. Additional SAF Fee may be applied."
"LIEA","AHO","6.6317","1","99999","","WORLD FUEL SERVICES","","","","","135","6.6317","3/10/2026","3/16/2026","","Valid: 3/10/2026 - 3/16/2026  Price is EUR based using rate of .86011. Subject to change based on exchange rate fluctuations. Vendor small uplift 75 USD for uplift under 265 USG NO FUEL. 3h Prior notice required. Hook up Fee 30 USD/Uplift. Into plane fee 75 USD/Uplift. Overtime fueling 355 USD. No uplift 100 USD. Overwing uplift 55 USD. Stamp duty of 3 USD/invoice."
"LIEA","AHO","8.5123","1","99999","","WORLD FUEL SERVICES - Part 91","","","","","91","8.5123","3/10/2026","3/16/2026","","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026  Price is EUR based using rate of .86011. Subject to change based on exchange rate fluctuations. Vendor small uplift 75 USD for uplift under 265 USG NO FUEL. 3h Prior notice required. Hook up Fee 30 USD/Uplift. Into plane fee 75 USD/Uplift. Overtime fueling 355 USD. No uplift 100 USD. Overwing uplift 55 USD. Stamp duty of 3 USD/invoice."
"LIEE","CAG","3.6829","1","99999","","NAUTILUS AVIATION","","","","","135","3.6829","3/3/2026","3/9/2026","D","Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG Extra EU destination fee 140 USD/Uplift. No uplift 70 USD. After Hours 145 USD/Uplift. Customs Out of Hours fee 15 USD."
"LIEE","CAG","5.5489","1","99999","","NAUTILUS AVIATION - Part 91","","","","","91","5.5489","3/3/2026","3/9/2026","D","Part 91 / Executive or Private. Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG Extra EU destination fee 140 USD/Uplift. No uplift 70 USD. After Hours 145 USD/Uplift. Customs Out of Hours fee 15 USD."
"LIEO","OLB","4.0549","1","99999","","Carboil","","","","","135","4.0549","3/3/2026","3/9/2026","","Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG 24H prior notice required. Extra EU destination fee 150 USD. No fuel fee 70 USD. Overtime fee 215 USD. Customs Overtime 15 USD. Stamp duty of 3 USD."
"LIEO","OLB","5.9115","1","99999","","Carboil - Part 91","","","","","91","5.9115","3/3/2026","3/9/2026","","Part 91 / Executive or Private. Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG 24H prior notice required. Extra EU destination fee 150 USD. No fuel fee 70 USD. Overtime fee 215 USD. Customs Overtime 15 USD. Stamp duty of 3 USD."
"LIMC","MXP","7.5506","1","99999","","Carboil","","","","","ALL","7.5506","3/10/2026","3/16/2026","","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 75 USD for uplift under 265 USG Valid for Cargo."
"LIME","BGY","5.6004","1","99999","","Levorato Marcevaggi","","","","","135","5.6004","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 70 USD for uplift under 265 USG Hook up fee 37 USD."
"LIME","BGY","7.4648","1","99999","","Levorato Marcevaggi - Part 91","","","","","91","7.4648","3/10/2026","3/16/2026","D","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 70 USD for uplift under 265 USG Hook up fee 37 USD."
"LIMF","TRN","5.6991","1","99999","","Carboil Srl","","","","","135","5.6991","3/10/2026","3/16/2026","","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 65 USD for uplift under 265 USG Hook Up Fee 65 USD. Overtime fee may apply."
"LIMF","TRN","7.5751","1","99999","","Carboil Srl - Part 91","","","","","91","7.5751","3/10/2026","3/16/2026","","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 65 USD for uplift under 265 USG Hook Up Fee 65 USD. Overtime fee may apply."
"LIMJ","GOA","4.0397","1","99999","","AIR BP","","","","","135","4.0397","3/1/2026","3/31/2026","","Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .8597. Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 133 USG 3h Prior notice required. Hook up 15 USD. No fuel fee 260 USD. Personnel overtime 260 USD/uplift. No fuel overtime 260 USD/Uplift. Customs overtime 15 USD. Stamp duty of 3 USD/invoice."
"LIMJ","GOA","5.9075","1","99999","","AIR BP - Part 91","","","","","91","5.9075","3/1/2026","3/31/2026","","Part 91 / Executive or Private. Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .8597. Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 133 USG 3h Prior notice required. Hook up 15 USD. No fuel fee 260 USD. Personnel overtime 260 USD/uplift. No fuel overtime 260 USD/Uplift. Customs overtime 15 USD. Stamp duty of 3 USD/invoice."
"LIML","LIN","5.6171","1","99999","","LEVORATO MARCEVAGGI","","","","","135","5.6171","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 75 USD for uplift under 265 USG Can supply through any handler and FBO. Hook up fee 75 USD. Overtime fee may apply."
"LIML","LIN","7.4926","1","99999","","LEVORATO MARCEVAGGI - Part 91","","","","","91","7.4926","3/10/2026","3/16/2026","D","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 75 USD for uplift under 265 USG Can supply through any handler and FBO. Hook up fee 75 USD. Overtime fee may apply."
"LIMP","PMF","4.4574","1","99999","","AIR BP","","","","","135","4.4574","3/1/2026","3/31/2026","","Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .8597. Subject to change based on exchange rate fluctuations. Vendor small uplift 75 USD for uplift under 265 USG 24 hours prior notification required. No Fuel fee 75 USD. Call Allowance 145 USD/uplift (applicable to every uplift). Hook up 15 USD/uplift. Personnel overtime 145 USD/uplift (will be charged to all fuelings). Customs overtime fee is 20 USD. Stamp duty of 3 USD/invoice. Additional SAF Fee may be applied."
"LIMP","PMF","6.3273","1","99999","","AIR BP - Part 91","","","","","91","6.3273","3/1/2026","3/31/2026","","Part 91 / Executive or Private. Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .8597. Subject to change based on exchange rate fluctuations. Vendor small uplift 75 USD for uplift under 265 USG 24 hours prior notification required. No Fuel fee 75 USD. Call Allowance 145 USD/uplift (applicable to every uplift). Hook up 15 USD/uplift. Personnel overtime 145 USD/uplift (will be charged to all fuelings). Customs overtime fee is 20 USD. Stamp duty of 3 USD/invoice. Additional SAF Fee may be applied."
"LIMZ","CUF","5.9415","1","99999","","Aviation Services Spa","","","","","135","5.9415","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 85 USD for uplift under 265 USG Additional SAF fee may apply."
"LIMZ","CUF","7.8071","1","99999","","Aviation Services Spa - Part 91","","","","","91","7.8071","3/10/2026","3/16/2026","D","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 85 USD for uplift under 265 USG Additional SAF fee may apply."
"LIPE","BLQ","4.6876","1","99999","","Tag Bologna Srl","","","","","135","4.6876","3/1/2026","3/31/2026","","Valid: 3/1/2026 - 3/31/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  24 hours notice required. FUEL NOT AVAILABLE OUTSIDE STANDARD OPERATIONS HOURS. Low volume fee may be applied by the local supplier. Additional SAF Fee may be applied."
"LIPE","BLQ","6.5444","1","99999","","Tag Bologna Srl - Part 91","","","","","91","6.5444","3/1/2026","3/31/2026","","Part 91 / Executive or Private. Valid: 3/1/2026 - 3/31/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  24 hours notice required. FUEL NOT AVAILABLE OUTSIDE STANDARD OPERATIONS HOURS. Low volume fee may be applied by the local supplier. Additional SAF Fee may be applied."
"LIPH","TSF","5.7331","1","99999","","Levorato-Marcevaggi","","","","","135","5.7331","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG Overtime fees may apply."
"LIPH","TSF","7.6093","1","99999","","Levorato-Marcevaggi - Part 91","","","","","91","7.6093","3/10/2026","3/16/2026","D","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG Overtime fees may apply."
"LIPK","FRL","4.2656","1","99999","","Carboil","","","","","135","4.2656","3/1/2026","3/31/2026","","Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .84574. Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG 3h Prior notice required. No fuel fee 75 USD/Uplift. Overtime fee EUR/Uplift 215 USD. Customs Overtime fee 12 USD/Uplift. Extra EU destination 155 USD/Uplift. Stamp duty fee 3 USD. Additional SAF Fee may be applied."
"LIPK","FRL","6.1131","1","99999","","Carboil - Part 91","","","","","91","6.1131","3/1/2026","3/31/2026","","Part 91 / Executive or Private. Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .84574. Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG 3h Prior notice required. No fuel fee 75 USD/Uplift. Overtime fee EUR/Uplift 215 USD. Customs Overtime fee 12 USD/Uplift. Extra EU destination 155 USD/Uplift. Stamp duty fee 3 USD. Additional SAF Fee may be applied."
"LIPO","VBS","3.904","1","99999","","CARBOIL ","","","","","135","3.904","3/1/2026","3/31/2026","","Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .8597. Subject to change based on exchange rate fluctuations. Vendor small uplift 75 USD for uplift under 265 USG 3h Prior notice required. No uplift 215 USD. Personnel overtime 215 USD/Uplift. Customs overtime 15 USD. Stamp duty of 3 USD/invoice. Additional SAF Fee may be applied."
"LIPO","VBS","5.7711","1","99999","","CARBOIL  - Part 91","","","","","91","5.7711","3/1/2026","3/31/2026","","Part 91 / Executive or Private. Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .8597. Subject to change based on exchange rate fluctuations. Vendor small uplift 75 USD for uplift under 265 USG 3h Prior notice required. No uplift 215 USD. Personnel overtime 215 USD/Uplift. Customs overtime 15 USD. Stamp duty of 3 USD/invoice. Additional SAF Fee may be applied."
"LIPQ","TRS","4.4038","1","99999","","Carboil","","","","","135","4.4038","3/1/2026","3/31/2026","D","Valid: 3/1/2026 - 3/31/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG Out of hours fee 215 USD. Defuelling fee 1420 USD. No fuel fee 70 USD."
"LIPQ","TRS","6.3038","1","99999","","Carboil - Part 91","","","","","91","6.3038","3/1/2026","3/31/2026","D","Part 91 / Executive or Private. Valid: 3/1/2026 - 3/31/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG Out of hours fee 215 USD. Defuelling fee 1420 USD. No fuel fee 70 USD."
"LIPR","RMI","4.4742","1","99999","","Nautilus Aviation S.p.a.","","","","","135","4.4742","3/1/2026","3/31/2026","","Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .84574. Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 70 USD for uplift under 265 USG No uplift 75 USD. Extra EU fee 143 USD. After hours 215 USD/uplift. Customs overtime fee is 15 USD. Stamp duty of 3 USD/invoice. Additional SAF Fee may be applied."
"LIPR","RMI","6.344","1","99999","","Nautilus Aviation S.p.a. - Part 91","","","","","91","6.344","3/1/2026","3/31/2026","","Part 91 / Executive or Private. Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .84574. Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 70 USD for uplift under 265 USG No uplift 75 USD. Extra EU fee 143 USD. After hours 215 USD/uplift. Customs overtime fee is 15 USD. Stamp duty of 3 USD/invoice. Additional SAF Fee may be applied."
"LIPX","VRN","4.1497","1","99999","","Carboil","","","","","135","4.1497","3/1/2026","3/31/2026","D","Valid: 3/1/2026 - 3/31/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG Out of Hours 215 USD/Uplift. Defuel fee 355 USD/Operation. No fuel fee 70 USD."
"LIPX","VRN","6.0485","1","99999","","Carboil - Part 91","","","","","91","6.0485","3/1/2026","3/31/2026","D","Part 91 / Executive or Private. Valid: 3/1/2026 - 3/31/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG Out of Hours 215 USD/Uplift. Defuel fee 355 USD/Operation. No fuel fee 70 USD."
"LIPY","AOI","4.7393","1","99999","","AIR BP","","","","","135","4.7393","3/1/2026","3/31/2026","","Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .84574. Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG 48h prior notice. No uplift 70 USD. Hook-up fee 15 USD/uplift. After Hours 255 USD. Customs overtime fee 20 USD. Stamp duty of 3 USD/invoice. Additional SAF Fee may be applied."
"LIPY","AOI","6.6007","1","99999","","AIR BP - Part 91","","","","","91","6.6007","3/1/2026","3/31/2026","","Part 91 / Executive or Private. Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .84574. Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG 48h prior notice. No uplift 70 USD. Hook-up fee 15 USD/uplift. After Hours 255 USD. Customs overtime fee 20 USD. Stamp duty of 3 USD/invoice. Additional SAF Fee may be applied."
"LIPZ","VCE","5.6814","1","99999","","LEVORATO MARCEVAGGI","","","","","135","5.6814","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 70 USD for uplift under 265 USG Hook up fee 25 USD. Overtime fee may apply."
"LIPZ","VCE","7.5573","1","99999","","LEVORATO MARCEVAGGI - Part 91","","","","","91","7.5573","3/10/2026","3/16/2026","D","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 70 USD for uplift under 265 USG Hook up fee 25 USD. Overtime fee may apply."
"LIQS","SAY","6.4687","1","99999","","Air BP","","","","","ALL","6.4687","3/1/2026","3/31/2026","","Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .84574. Subject to change based on exchange rate fluctuations. Vendor small uplift 75 USD for uplift under 265 USG 3h Prior notice required. Hook up fee 15 USD/uplift. Customs overtime 20 USD. Personnel overtime 255 USD/uplift. No Fuel fee 70 USD. Stamp duty of 3 USD/invoice. Additional SAF Fee may be applied."
"LIRA","CIA","5.5449","1","99999","","DEPOSITO AVIAZIONE TOTAL","","","","","135","5.5449","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 70 USD for uplift under 265 USG Hook up fee 30 USD. Overtime fee 210 USD/uplift(between 22:00 and 6:00). Defueling Charge 0.19 USD/USG. Fixed Defueling Charge 245 USD/Uplift."
"LIRA","CIA","7.42","1","99999","","DEPOSITO AVIAZIONE TOTAL - Part 91","","","","","91","7.42","3/10/2026","3/16/2026","D","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 70 USD for uplift under 265 USG Hook up fee 30 USD. Overtime fee 210 USD/uplift(between 22:00 and 6:00). Defueling Charge 0.19 USD/USG. Fixed Defueling Charge 245 USD/Uplift."
"LIRF","FCO","5.3415","1","99999","","Levorato Marcevaggi","","","","","135","5.3415","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG Hook up fee 30 USD."
"LIRF","FCO","7.2157","1","99999","","Levorato Marcevaggi - Part 91","","","","","91","7.2157","3/10/2026","3/16/2026","D","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG Hook up fee 30 USD."
"LIRI","QSR","6.176","1","99999","","Levorato Marcevaggi","","","","","135","6.176","3/10/2026","3/16/2026","","Valid: 3/10/2026 - 3/16/2026  Price is EUR based using rate of .86011. Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG Hook-up fee 75 USD/Uplift. Overtime fee 140 USD/refuelling. Stamp duty of 3 USD/invoice."
"LIRI","QSR","8.0544","1","99999","","Levorato Marcevaggi - Part 91","","","","","91","8.0544","3/10/2026","3/16/2026","","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026  Price is EUR based using rate of .86011. Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG Hook-up fee 75 USD/Uplift. Overtime fee 140 USD/refuelling. Stamp duty of 3 USD/invoice."
"LIRN","NAP","5.517","1","99999","","Levorato_Marcevaggi","","","","","135","5.517","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 70 USD for uplift under 265 USG Hook up fee 30 USD. Overtime fee 140 USD/Uplift."
"LIRN","NAP","7.3921","1","99999","","Levorato_Marcevaggi - Part 91","","","","","91","7.3921","3/10/2026","3/16/2026","D","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 70 USD for uplift under 265 USG Hook up fee 30 USD. Overtime fee 140 USD/Uplift."
"LIRP","PSA","5.6755","1","99999","","Jet Fuel Co.srl","","","","","135","5.6755","3/11/2026","3/11/2026","D","Valid: 3/11/2026 - 3/11/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 75 USD for uplift under 135 USG Hook up fee 14 USD. Overtime 215 USD/uplift. No fuel fee 75 USD. Due to customs purposes refuel must be performed on the departure date."
"LIRP","PSA","7.5515","1","99999","","Jet Fuel Co.srl - Part 91","","","","","91","7.5515","3/11/2026","3/11/2026","D","Part 91 / Executive or Private. Valid: 3/11/2026 - 3/11/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 75 USD for uplift under 135 USG Hook up fee 14 USD. Overtime 215 USD/uplift. No fuel fee 75 USD. Due to customs purposes refuel must be performed on the departure date."
"LIRQ","FLR","5.7557","1","99999","","Carboil","","","","","135","5.7557","3/11/2026","3/11/2026","D","Valid: 3/11/2026 - 3/11/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 75 USD for uplift under 265 USG Out of hours 285 USD/Uplift. No fuel fee 75 USD. Defuel fee 1420 USD/Day."
"LIRQ","FLR","7.632","1","99999","","Carboil - Part 91","","","","","91","7.632","3/11/2026","3/11/2026","D","Part 91 / Executive or Private. Valid: 3/11/2026 - 3/11/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 75 USD for uplift under 265 USG Out of hours 285 USD/Uplift. No fuel fee 75 USD. Defuel fee 1420 USD/Day."
"LIRZ","PEG","4.6928","1","99999","","Air BP Italy","","","","","135","4.6928","3/1/2026","3/31/2026","","Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .84574. Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG 3h Prior notice required. Hook up fee 15 USD. No fuel fee 70 USD. Personnel overtime 255 USD/Uplift. Customs overtime 20 USD. Stamp duty of 3 USD/invoice. Additional SAF Fee may be applied."
"LIRZ","PEG","6.5638","1","99999","","Air BP Italy - Part 91","","","","","91","6.5638","3/1/2026","3/31/2026","","Part 91 / Executive or Private. Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .84574. Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG 3h Prior notice required. Hook up fee 15 USD. No fuel fee 70 USD. Personnel overtime 255 USD/Uplift. Customs overtime 20 USD. Stamp duty of 3 USD/invoice. Additional SAF Fee may be applied."
"LJLJ","LJU","4.4702","1","99999","","Petrol Dd","","","","","135","4.4702","3/1/2026","3/31/2026","","Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .8597. Subject to change based on exchange rate fluctuations. Vendor small uplift 85 USD for uplift under 265 USG No Fuel Within Working Hours 155 USD/Uplift. No Fuel Out of Hours 310 USD/Uplift."
"LJLJ","LJU","7.6661","1","99999","","Petrol Dd - Part 91","","","","","91","7.6661","3/1/2026","3/31/2026","","Part 91 / Executive or Private. Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .8597. Subject to change based on exchange rate fluctuations. Vendor small uplift 85 USD for uplift under 265 USG No Fuel Within Working Hours 155 USD/Uplift. No Fuel Out of Hours 310 USD/Uplift."
"LKKV","KLV","6.3353","1","99999","","Air Total Ceska","","","","","135","6.3353","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  AOC must be sent before each flight for commercial flights. Additional SAF Fee may apply."
"LKKV","KLV","8.5814","1","99999","","Air Total Ceska - Part 91","","","","","91","8.5814","3/10/2026","3/16/2026","D","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  AOC must be sent before each flight for commercial flights. Additional SAF Fee may apply."
"LKPR","PRG","5.5211","1","99999","","L.m. Czech Republic","","","","","135","5.5211","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  Hook up fee 25 USD. Defueling 26 USD/M3 min 350 USD. Commercial price is valid for Military and Cargo."
"LKPR","PRG","7.7632","1","99999","","L.m. Czech Republic - Part 91","","","","","91","7.7632","3/10/2026","3/16/2026","D","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  Hook up fee 25 USD. Defueling 26 USD/M3 min 350 USD. Commercial price is valid for Military and Cargo."
"LMML","MLA","4.0419","1","99999","","Enemed - Medavia","","","","","135","4.0419","3/1/2026","3/31/2026","D","Valid: 3/1/2026 - 3/31/2026 Vendor small uplift 60 USD for uplift under 265 USG Hook up fee 150 USD/Uplift (will not be applied if Handler is Medavia). EU destination is considered as a Domestic flight. Additional SAF Fee may be applied. Commercial price is valid for Military flights."
"LMML","MLA","6.9805","1","99999","","Enemed - Medavia - Part 91","","","","","91","6.9805","3/1/2026","3/31/2026","D","Part 91 / Executive or Private. Valid: 3/1/2026 - 3/31/2026 Vendor small uplift 60 USD for uplift under 265 USG Hook up fee 150 USD/Uplift (will not be applied if Handler is Medavia). EU destination is considered as a Domestic flight. Additional SAF Fee may be applied. Commercial price is valid for Military flights."
"LOWG","GRZ","6.403","1","99999","","Magnum Fbo - Air Bp","","","","","135","6.403","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  Price is EUR based using rate of .8597. Subject to change based on exchange rate fluctuations. Vendor small uplift 150 USD for uplift under 265 USG PRICE IS SUBJECT TO CHANGE AT ANY TIME. Hook up fee 20 USD. Tax Law in Austria requires all carriers to maintain a Single Permit at the time of the fueling to be exempt from MOT and VAT. Single Permit should be obtained by customer directly from Austrian Tax Authorities. The permit is issued by Austrian customs. Otherwise the fuel will be fully taxed (VAT and Mineral Oil tax)."
"LOWG","GRZ","10.6208","1","99999","","Magnum Fbo - Air Bp - Part 91","","","","","91","10.6208","3/10/2026","3/17/2026","D","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/17/2026  Price is EUR based using rate of .8597. Subject to change based on exchange rate fluctuations. Vendor small uplift 150 USD for uplift under 265 USG PRICE IS SUBJECT TO CHANGE AT ANY TIME. Hook up fee 20 USD. Tax Law in Austria requires all carriers to maintain a Single Permit at the time of the fueling to be exempt from MOT and VAT. Single Permit should be obtained by customer directly from Austrian Tax Authorities. The permit is issued by Austrian customs. Otherwise the fuel will be fully taxed (VAT and Mineral Oil tax)."
"LOWI","INN","6.4307","1","99999","","Magnum Fbo - Air Bp","","","","","135","6.4307","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  Price is EUR based using rate of .8597. Subject to change based on exchange rate fluctuations. Vendor small uplift 80 USD for uplift under 265 USG PRICE IS SUBJECT TO CHANGE AT ANY TIME. Hook up fee 20 USD. Tax Law in Austria requires all carriers to maintain a Single Permit at the time of the fueling to be exempt from MOT and VAT. Single Permit should be obtained by customer directly from Austrian Tax Authorities. The permit is issued by Austrian customs. Otherwise the fuel will be fully taxed (VAT and Mineral Oil tax)."
"LOWI","INN","10.6542","1","99999","","Magnum Fbo - Air Bp - Part 91","","","","","91","10.6542","3/10/2026","3/17/2026","D","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/17/2026  Price is EUR based using rate of .8597. Subject to change based on exchange rate fluctuations. Vendor small uplift 80 USD for uplift under 265 USG PRICE IS SUBJECT TO CHANGE AT ANY TIME. Hook up fee 20 USD. Tax Law in Austria requires all carriers to maintain a Single Permit at the time of the fueling to be exempt from MOT and VAT. Single Permit should be obtained by customer directly from Austrian Tax Authorities. The permit is issued by Austrian customs. Otherwise the fuel will be fully taxed (VAT and Mineral Oil tax)."
"LOWK","KLU","5.8892","1","99999","","Magnum Fbo - Skytanking","","","","","135","5.8892","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  Price is EUR based using rate of .8597. Subject to change based on exchange rate fluctuations. Vendor small uplift 80 USD for uplift under 265 USG PRICE IS SUBJECT TO CHANGE AT ANY TIME. Hook up fee 150 USD.Tax Law in Austria requires all carriers to maintain a Single Permit at the time of the fueling to be exempt from MOT and VAT. Single Permit should be obtained by customer directly from Austrian Tax Authorities. The permit is issued by Austrian customs. Otherwise the fuel will be fully taxed (VAT and Mineral Oil tax)."
