AIRPORT CODE,FBO,CITY,STATE,PHONE NUMBER,AVGAS QUANTITY,AVGAS PRICE PER UNIT,JET A WITH ADD QUANTITY,JET A WITH ADD PRICE PER UNIT,JET A QUANTITY,JET A PRICE PER UNIT,CN JET A QUANTITY,CN JET A PRICE PER UNIT,CN JET A WITH ADD QUANTITY,CN JET A WITH ADD PRICE PER UNIT,SAF QUANTITY,SAF PRICE PER UNIT,SAF WITH ADD QUANTITY,SAF WITH ADD PRICE PER UNIT,ICAO
FAR,Fargo Aircraft Services,Fargo,ND,701-610-1094,,,1001+,$5.07 ,1001+,$5.07 ,,,,,,,,,KFAR
FAT,Atlantic FAT,Fresno,CA,946-348-3090,,, 0 - 100,$6.03 , 0 - 100,$5.87 ,,,,,,,,,KFAT
FAT,Atlantic FAT,Fresno,CA,946-348-3090,,, 101 - 200,$5.93 , 101 - 200,$5.77 ,,,,,,,,,KFAT
FAT,Atlantic FAT,Fresno,CA,946-348-3090,,, 201 - 300,$5.82 , 201 - 300,$5.66 ,,,,,,,,,KFAT
FAT,Atlantic FAT,Fresno,CA,946-348-3090,,, 301 - 400,$5.71 , 301 - 400,$5.55 ,,,,,,,,,KFAT
FAT,Atlantic FAT,Fresno,CA,946-348-3090,,, 401 - 500,$5.60 , 401 - 500,$5.44 ,,,,,,,,,KFAT
FAT,Atlantic FAT,Fresno,CA,946-348-3090,,,501+,$5.49 ,501+,$5.33 ,,,,,,,,,KFAT
FCH,Flight Level Aviation FCH,Fresno,CA,559-575-8199,,,All Quantities,$6.60 ,All Quantities,$6.55 ,,,,,,,,,KFCH
FCI,Vantage Aviation FCI,Richmond,VA,804-271-7793,,,1+,$7.36 ,1+,$7.36 ,1+,$0.00 ,,,1+,$0.00 ,,,KFCI
FCM,Thunderbird Aviation,Eden Prairie,MN,952-851-0631,,, 1 - 399,$6.03 , 1 - 399,$6.03 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KFCM
FCM,Thunderbird Aviation,Eden Prairie,MN,952-851-0631,,,400+,$5.75 ,400+,$5.75 ,,,,,,,,,KFCM
FFL,Fairfield Flying Service,Fairfield,IA,641-472-3166,,,All Quantities,$5.41 ,All Quantities,$5.41 ,,,,,,,,,KFFL
FFM,Sky Crew Services LLC,Fergus Falls,MN,218-770-8910,,,1+,$5.31 ,1+,$5.31 ,1+,$0.00 ,,,1+,$0.00 ,,,KFFM
FFT,Capital City Airport,Frankfort,KY,502-564-3714,,,1+,$5.28 ,1+,$5.28 ,1+,$0.00 ,,,1+,$0.00 ,,,KFFT
FIN,Flagler County Airport,Palm Coast,FL,386-313-4220,,,All Quantities,$5.60 ,All Quantities,$5.60 ,,,,,,,,,KFIN
FIT,Fitchburg Municipal Airport,Fitchburg,MA,978-345-9580,,,1+,$5.24 ,1+,$5.24 ,,,,,,,,,KFIT
FLD,Fond Du Lac Skyport,Fond du Lac,WI,262-334-5603,,, 1 - 300,$6.83 , 1 - 300,$6.78 ,,,,,,,,,KFLD
FLD,Fond Du Lac Skyport,Fond du Lac,WI,262-334-5603,,, 301 - 500,$6.75 , 301 - 500,$6.70 ,,,,,,,,,KFLD
FLD,Fond Du Lac Skyport,Fond du Lac,WI,262-334-5603,,, 501 - 1000,$6.60 , 501 - 1000,$6.55 ,,,,,,,,,KFLD
FLD,Fond Du Lac Skyport,Fond du Lac,WI,262-334-5603,,,1001+,$6.45 ,1001+,$6.40 ,,,,,,,,,KFLD
FLL,Fontainebleau KFLL,Fort Lauderdale,FL,305-685-4646,,,1+,$5.01 ,1+,$4.94 ,,,,,,,,,KFLL
FLO,Precision Air Florence,Florence,SC,843-856-2495,,, 1 - 299,$6.77 , 1 - 299,$6.77 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KFLO
FLO,Precision Air Florence,Florence,SC,843-856-2495,,, 300 - 499,$6.72 , 300 - 499,$6.72 ,,,,,,,,,KFLO
FLO,Precision Air Florence,Florence,SC,843-856-2495,,, 500 - 799,$6.67 , 500 - 799,$6.67 ,,,,,,,,,KFLO
FLO,Precision Air Florence,Florence,SC,843-856-2495,,,800+,$6.62 ,800+,$6.62 ,,,,,,,,,KFLO
FMN,Atlantic FMN,Farmington,NM,945-348-3090,,, 0 - 100,$7.09 , 0 - 100,$6.94 ,,,,,,,,,KFMN
FMN,Atlantic FMN,Farmington,NM,945-348-3090,,, 101 - 200,$7.04 , 101 - 200,$6.89 ,,,,,,,,,KFMN
FMN,Atlantic FMN,Farmington,NM,945-348-3090,,, 201 - 300,$6.99 , 201 - 300,$6.84 ,,,,,,,,,KFMN
FMN,Atlantic FMN,Farmington,NM,945-348-3090,,, 301 - 400,$6.93 , 301 - 400,$6.78 ,,,,,,,,,KFMN
FMN,Atlantic FMN,Farmington,NM,945-348-3090,,, 401 - 500,$6.88 , 401 - 500,$6.73 ,,,,,,,,,KFMN
FMN,Atlantic FMN,Farmington,NM,945-348-3090,,,501+,$6.82 ,501+,$6.67 ,,,,,,,,,KFMN
FOK,Modern Aviation FOK,Westhampton,NY,631-288-9866,,,1+,$7.29 ,1+,$7.13 ,,,,,,,,,KFOK
FPR,APP Jet Center KFPR,Ft Pierce,FL,772-489-2285,,, 0 - 299,$5.65 , 0 - 299,$5.63 ,,,,,,,,,KFPR
FPR,APP Jet Center KFPR,Ft Pierce,FL,772-489-2285,,, 300 - 599,$5.61 , 300 - 599,$5.59 ,,,,,,,,,KFPR
FPR,APP Jet Center KFPR,Ft Pierce,FL,772-489-2285,,,600+,$5.56 ,600+,$5.54 ,,,,,,,,,KFPR
FRG,Modern Aviation FRG,Farmingdale,NY,806-318-4403,,,1+,$5.34 ,1+,$5.18 ,,,,,,,,,KFRG
FRH,French Lick Municipal,French Lick,IN,812-936-2222,,, 1 - 499,$5.91 , 1 - 499,$5.91 ,1+,$0.00 ,,,1+,$0.00 ,,,KFRH
FRH,French Lick Municipal,French Lick,IN,812-936-2222,,, 500 - 999,$5.88 , 500 - 999,$5.88 ,,,,,,,,,KFRH
FRH,French Lick Municipal,French Lick,IN,812-936-2222,,,1000+,$5.83 ,1000+,$5.83 ,,,,,,,,,KFRH
FSD,Maverick Air Center,Sioux Falls,SD,605-312-5680,,, 1 - 250,$5.31 , 1 - 250,$5.26 ,,,,,,,,,KFSD
FSD,Maverick Air Center,Sioux Falls,SD,605-312-5680,,, 251 - 500,$5.29 , 251 - 500,$5.24 ,,,,,,,,,KFSD
FSD,Maverick Air Center,Sioux Falls,SD,605-312-5680,,, 501 - 1000,$5.10 , 501 - 1000,$5.05 ,,,,,,,,,KFSD
FSD,Maverick Air Center,Sioux Falls,SD,605-312-5680,,, 1001 - 1500,$4.86 , 1001 - 1500,$4.81 ,,,,,,,,,KFSD
FSD,Maverick Air Center,Sioux Falls,SD,605-312-5680,,, 1501 - 2000,$4.66 , 1501 - 2000,$4.61 ,,,,,,,,,KFSD
FSD,Maverick Air Center,Sioux Falls,SD,605-312-5680,,,2001+,$4.46 ,2001+,$4.41 ,,,,,,,,,KFSD
FTW,Modern Aviation FTW,Fort Worth,TX,866-289-8000,,, 0 - 300,$5.95 , 0 - 300,$5.80 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KFTW
FTW,Modern Aviation FTW,Fort Worth,TX,866-289-8000,,, 301 - 600,$5.92 , 301 - 600,$5.77 ,,,,,,,,,KFTW
FTW,Modern Aviation FTW,Fort Worth,TX,866-289-8000,,, 601 - 1000,$5.87 , 601 - 1000,$5.72 ,,,,,,,,,KFTW
FTW,Modern Aviation FTW,Fort Worth,TX,866-289-8000,,,1001+,$5.82 ,1001+,$5.67 ,,,,,,,,,KFTW
FUL,General Aviation Co Inc,Fullerton,CA,714-526-6611,,,All Quantities,$6.82 ,All Quantities,$6.82 ,,,,,,,,,KFUL
FWS,Vesper Aviation,Burleson,TX,817-447-8016,,, 1 - 500,$7.05 , 1 - 500,$7.05 ,,,,,,,,,KFWS
FWS,Vesper Aviation,Burleson,TX,817-447-8016,,, 501 - 1000,$6.96 , 501 - 1000,$6.96 ,,,,,,,,,KFWS
FWS,Vesper Aviation,Burleson,TX,817-447-8016,,, 1001 - 1500,$6.86 , 1001 - 1500,$6.86 ,,,,,,,,,KFWS
FWS,Vesper Aviation,Burleson,TX,817-447-8016,,,1501+,$6.76 ,1501+,$6.76 ,,,,,,,,,KFWS
FXE,Atlantic FXE,Fort Lauderdale,FL,972-905-2513,,,All Quantities,$6.32 ,All Quantities,$6.17 ,,,,,,,,,KFXE
FYE,Fayette County Airport,Somerville,TN,901-466-7007,,,1+,$4.24 ,1+,$4.24 ,,,,,,,,,KFYE
FYJ,Middle Peninsula Regional Airport,Mattaponi,VA,804-785-9725,,,All Quantities,$6.18 ,All Quantities,$6.18 ,1+,$0.00 ,,,1+,$0.00 ,,,KFYJ
FYV,Fayetteville Aviation Services,Fayetteville,AR,479-718-7644,,, 1 - 500,$5.57 , 1 - 500,$5.57 ,,,,,,,,,KFYV
FYV,Fayetteville Aviation Services,Fayetteville,AR,479-718-7644,,, 501 - 1000,$5.47 , 501 - 1000,$5.47 ,,,,,,,,,KFYV
FYV,Fayetteville Aviation Services,Fayetteville,AR,479-718-7644,,, 1001 - 1500,$5.36 , 1001 - 1500,$5.36 ,,,,,,,,,KFYV
FYV,Fayetteville Aviation Services,Fayetteville,AR,479-718-7644,,,1501+,$5.25 ,1501+,$5.25 ,,,,,,,,,KFYV
GAD,Northeast Alabama Regional Aviation,Gadsden,AL,256-442-3313,,, 1 - 149,$6.10 , 1 - 149,$6.10 ,,,,,,,,,KGAD
GAD,Northeast Alabama Regional Aviation,Gadsden,AL,256-442-3313,,, 150 - 499,$5.91 , 150 - 499,$5.91 ,,,,,,,,,KGAD
GAD,Northeast Alabama Regional Aviation,Gadsden,AL,256-442-3313,,,500+,$5.81 ,500+,$5.81 ,,,,,,,,,KGAD
GBG,Jet Air Inc GBG,Galesburg,IL,309-342-3134,,, 1 - 99,$6.43 , 1 - 99,$6.43 ,,,,,,,,,KGBG
GBG,Jet Air Inc GBG,Galesburg,IL,309-342-3134,,, 100 - 249,$6.40 , 100 - 249,$6.40 ,,,,,,,,,KGBG
GBG,Jet Air Inc GBG,Galesburg,IL,309-342-3134,,, 250 - 499,$6.35 , 250 - 499,$6.35 ,,,,,,,,,KGBG
GBG,Jet Air Inc GBG,Galesburg,IL,309-342-3134,,, 500 - 749,$6.30 , 500 - 749,$6.30 ,,,,,,,,,KGBG
GBG,Jet Air Inc GBG,Galesburg,IL,309-342-3134,,, 750 - 999,$6.25 , 750 - 999,$6.25 ,,,,,,,,,KGBG
GBG,Jet Air Inc GBG,Galesburg,IL,309-342-3134,,,1000+,$6.20 ,1000+,$6.20 ,,,,,,,,,KGBG
GCM,ATLANTIC MWCR,Georgetown,,945-348-3090,,, 1 - 300,$6.92 , 1 - 300,$6.92 ,,,,,,,,,MWCR
GCM,ATLANTIC MWCR,Georgetown,,945-348-3090,,, 301 - 600,$6.63 , 301 - 600,$6.63 ,,,,,,,,,MWCR
GCM,ATLANTIC MWCR,Georgetown,,945-348-3090,,, 601 - 900,$6.34 , 601 - 900,$6.34 ,,,,,,,,,MWCR
GCM,ATLANTIC MWCR,Georgetown,,945-348-3090,,,901+,$6.05 ,901+,$6.05 ,,,,,,,,,MWCR
GCM,Cayman Dispatch - Cayman,Grand Cayman,,345-949-8960,,,All Quantities,$6.42 ,All Quantities,$6.42 ,,,,,,,,,MWCR
GCM,General Aviation Term /Air Agencies,Georgetown,,252-633-0066,,,All Quantities,$5.61 ,All Quantities,$5.61 ,,,,,,,,,MWCR
GEU,Glendale Aero Services,Glendale,AZ,623-877-3333,,,All Quantities,$6.41 ,All Quantities,$6.41 ,,,,,,,,,KGEU
GEV,Ashe County Airport,Jefferson,NC,336-846-5501,,,All Quantities,$6.05 ,All Quantities,$6.05 ,1+,$0.00 ,,,1+,$0.00 ,,,KGEV
GEZ,City of Shelbyville,Shelbyville,IN,317-392-1284,,, 1 - 499,$5.97 , 1 - 499,$5.87 ,1+,$0.00 ,,,1+,$0.00 ,,,KGEZ
GEZ,City of Shelbyville,Shelbyville,IN,317-392-1284,,, 500 - 999,$5.89 , 500 - 999,$5.79 ,,,,,,,,,KGEZ
GEZ,City of Shelbyville,Shelbyville,IN,317-392-1284,,,1000+,$5.74 ,1000+,$5.64 ,,,,,,,,,KGEZ
GGE,Seven Rivers Aviation,Georgetown,SC,843-790-9137,,, 1 - 299,$6.54 , 1 - 299,$6.54 ,1+,$0.00 ,,,1+,$0.00 ,,,KGGE
GGE,Seven Rivers Aviation,Georgetown,SC,843-790-9137,,, 300 - 499,$6.50 , 300 - 499,$6.50 ,,,,,,,,,KGGE
GGE,Seven Rivers Aviation,Georgetown,SC,843-790-9137,,, 500 - 799,$6.44 , 500 - 799,$6.44 ,,,,,,,,,KGGE
GGE,Seven Rivers Aviation,Georgetown,SC,843-790-9137,,,800+,$6.39 ,800+,$6.39 ,,,,,,,,,KGGE
GGT,Odyssey Aviation - MYEF,Exuma,,242-702-0261,,, 1 - 800,$7.75 , 1 - 800,$7.66 ,,,,,,,,,MYEF
GGT,Odyssey Aviation - MYEF,Exuma,,242-702-0261,,, 801 - 1500,$7.69 , 801 - 1500,$7.60 ,,,,,,,,,MYEF
GGT,Odyssey Aviation - MYEF,Exuma,,242-702-0261,,, 1501 - 3000,$7.63 , 1501 - 3000,$7.55 ,,,,,,,,,MYEF
GGT,Odyssey Aviation - MYEF,Exuma,,242-702-0261,,,3001+,$7.58 ,3001+,$7.49 ,,,,,,,,,MYEF
GHM,Town of Centerville,Centerville,TN,931-729-4246,,,All Quantities,$4.49 ,All Quantities,$4.49 ,,,,,,,,,KGHM
GKT,Gatlinburg Pigeon Forge Airport,Sevierville,TN,865-453-8393,,, 0 - 99,$6.48 , 0 - 99,$6.40 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KGKT
GKT,Gatlinburg Pigeon Forge Airport,Sevierville,TN,865-453-8393,,, 100 - 499,$6.46 , 100 - 499,$6.38 ,,,,,,,,,KGKT
GKT,Gatlinburg Pigeon Forge Airport,Sevierville,TN,865-453-8393,,,500+,$6.41 ,500+,$6.33 ,,,,,,,,,KGKT
GKY,Arlington Air Center,Arlington,TX,817-459-5990,,, 1 - 400,$6.19 , 1 - 400,$6.19 ,,,,,,,,,KGKY
GKY,Arlington Air Center,Arlington,TX,817-459-5990,,, 401 - 1000,$6.05 , 401 - 1000,$6.05 ,,,,,,,,,KGKY
GKY,Arlington Air Center,Arlington,TX,817-459-5990,,,1001+,$5.85 ,1001+,$5.85 ,,,,,,,,,KGKY
GLH,Mid-Delta Aviation,Greenville,MS,662-334-6444,,, 1 - 250,$6.34 , 1 - 250,$6.34 ,,,,,,,,,KGLH
GLH,Mid-Delta Aviation,Greenville,MS,662-334-6444,,, 251 - 500,$6.16 , 251 - 500,$6.16 ,,,,,,,,,KGLH
GLH,Mid-Delta Aviation,Greenville,MS,662-334-6444,,, 501 - 1000,$5.86 , 501 - 1000,$5.86 ,,,,,,,,,KGLH
GLH,Mid-Delta Aviation,Greenville,MS,662-334-6444,,,1001+,$5.76 ,1001+,$5.76 ,,,,,,,,,KGLH
GLS,Island Jet Center,Galveston,TX,409-572-2555,,,1+,$6.85 ,1+,$6.85 ,,,,,,,,,KGLS
GLW,Glasgow Aviation,Glasgow,KY,270-678-4469,,,1+,$6.70 ,1+,$6.70 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KGLW
GMU,Vantage GMU LLC,Greenville,SC,864-232-7100,,,All Quantities,$7.65 ,All Quantities,$7.65 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KGMU
GON,Modern Aviation GON,Groton,CT,860-449-1400,,, 0 - 349,$8.54 , 0 - 349,$8.39 ,,,,,,,,,KGON
GON,Modern Aviation GON,Groton,CT,860-449-1400,,, 350 - 799,$8.37 , 350 - 799,$8.22 ,,,,,,,,,KGON
GON,Modern Aviation GON,Groton,CT,860-449-1400,,, 800 - 1199,$8.22 , 800 - 1199,$8.07 ,,,,,,,,,KGON
GON,Modern Aviation GON,Groton,CT,860-449-1400,,,1200+,$8.16 ,1200+,$8.01 ,,,,,,,,,KGON
GPI,Atlantic GPI,Kalispell,MT,406-755-5362,,, 1 - 200,$6.90 , 1 - 200,$6.75 ,,,,,,,,,KGPI
GPI,Atlantic GPI,Kalispell,MT,406-755-5362,,, 201 - 400,$6.86 , 201 - 400,$6.71 ,,,,,,,,,KGPI
GPI,Atlantic GPI,Kalispell,MT,406-755-5362,,, 401 - 600,$6.81 , 401 - 600,$6.66 ,,,,,,,,,KGPI
GPI,Atlantic GPI,Kalispell,MT,406-755-5362,,, 601 - 800,$6.76 , 601 - 800,$6.61 ,,,,,,,,,KGPI
GPI,Atlantic GPI,Kalispell,MT,406-755-5362,,, 801 - 1000,$6.70 , 801 - 1000,$6.55 ,,,,,,,,,KGPI
GPI,Atlantic GPI,Kalispell,MT,406-755-5362,,,1001+,$6.65 ,1001+,$6.50 ,,,,,,,,,KGPI
GPZ,AirWays Aviation Center Inc,Grand Rapids,MN,319-415-8703,,,1+,$5.90 ,1+,$5.90 ,1+,$0.00 ,,,1+,$0.00 ,,,KGPZ
GRB,Jet Air Group,Green Bay,WI,920-494-2669,,, 1 - 100,$5.83 , 1 - 100,$5.83 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KGRB
GRB,Jet Air Group,Green Bay,WI,920-494-2669,,, 101 - 299,$5.69 , 101 - 299,$5.69 ,,,,,,,,,KGRB
GRB,Jet Air Group,Green Bay,WI,920-494-2669,,, 300 - 499,$5.64 , 300 - 499,$5.64 ,,,,,,,,,KGRB
GRB,Jet Air Group,Green Bay,WI,920-494-2669,,, 500 - 999,$5.59 , 500 - 999,$5.59 ,,,,,,,,,KGRB
GRB,Jet Air Group,Green Bay,WI,920-494-2669,,,1000+,$5.49 ,1000+,$5.49 ,,,,,,,,,KGRB
GRD,Aeronautical Services of Greenwood,Greenwood,SC,864-942-9634,,, 1 - 249,$6.82 , 1 - 249,$6.82 ,1+,$0.00 ,,,1+,$0.00 ,,,KGRD
GRD,Aeronautical Services of Greenwood,Greenwood,SC,864-942-9634,,, 250 - 499,$6.73 , 250 - 499,$6.73 ,,,,,,,,,KGRD
GRD,Aeronautical Services of Greenwood,Greenwood,SC,864-942-9634,,,500+,$6.63 ,500+,$6.63 ,,,,,,,,,KGRD
GTU,Cutter Aviation GTU,Georgetown,TX,623-581-1444,,, 1 - 300,$6.21 , 1 - 300,$6.21 ,,,,,,,,,KGTU
GTU,Cutter Aviation GTU,Georgetown,TX,623-581-1444,,, 301 - 500,$6.13 , 301 - 500,$6.13 ,,,,,,,,,KGTU
GTU,Cutter Aviation GTU,Georgetown,TX,623-581-1444,,, 501 - 999,$5.93 , 501 - 999,$5.93 ,,,,,,,,,KGTU
GTU,Cutter Aviation GTU,Georgetown,TX,623-581-1444,,,1000+,$5.63 ,1000+,$5.63 ,,,,,,,,,KGTU
GYH,Vantage GYH LLC,Greenville,SC,864-277-8184,,,All Quantities,$7.32 ,All Quantities,$7.32 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KGYH
GZS,Jones Flying Service LLC,Pulaski,TN,931-363-6827,,,1+,$5.96 ,1+,$5.96 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KGZS
HAO,Cincinnati Jet Center,Hamilton,OH,513-867-9500,,, 0 - 100,$6.78 , 0 - 100,$6.73 ,,,,,,,,,KHAO
HAO,Cincinnati Jet Center,Hamilton,OH,513-867-9500,,, 101 - 299,$6.68 , 101 - 299,$6.63 ,,,,,,,,,KHAO
HAO,Cincinnati Jet Center,Hamilton,OH,513-867-9500,,, 300 - 499,$6.48 , 300 - 499,$6.43 ,,,,,,,,,KHAO
HAO,Cincinnati Jet Center,Hamilton,OH,513-867-9500,,, 500 - 999,$6.33 , 500 - 999,$6.28 ,,,,,,,,,KHAO
HAO,Cincinnati Jet Center,Hamilton,OH,513-867-9500,,, 1000 - 1499,$6.03 , 1000 - 1499,$5.98 ,,,,,,,,,KHAO
HAO,Cincinnati Jet Center,Hamilton,OH,513-867-9500,,, 1500 - 1999,$5.93 , 1500 - 1999,$5.88 ,,,,,,,,,KHAO
HAO,Cincinnati Jet Center,Hamilton,OH,513-867-9500,,,2000+,$5.83 ,2000+,$5.78 ,,,,,,,,,KHAO
HBG,Southeast Aviation,Hattiesburg,MS,601-544-8661,,,All Quantities,$6.81 ,All Quantities,$6.81 ,1+,$0.00 ,,,1+,$0.00 ,,,KHBG
HDC,Pierce Aviation LLC,Hammond,LA,985-345-3030,,, 1 - 200,$5.97 , 1 - 200,$5.97 ,1+,$0.00 ,,,1+,$0.00 ,,,KHDC
HDC,Pierce Aviation LLC,Hammond,LA,985-345-3030,,, 201 - 500,$5.92 , 201 - 500,$5.92 ,,,,,,,,,KHDC
HDC,Pierce Aviation LLC,Hammond,LA,985-345-3030,,, 501 - 1000,$5.87 , 501 - 1000,$5.87 ,,,,,,,,,KHDC
HDC,Pierce Aviation LLC,Hammond,LA,985-345-3030,,,1001+,$5.82 ,1001+,$5.82 ,,,,,,,,,KHDC
HDN,Atlantic HDN,Hayden,CO,945-348-3090,,, 0 - 200,$8.22 , 0 - 200,$7.93 ,,,,,,,,,KHDN
HDN,Atlantic HDN,Hayden,CO,945-348-3090,,, 201 - 400,$8.18 , 201 - 400,$7.88 ,,,,,,,,,KHDN
HDN,Atlantic HDN,Hayden,CO,945-348-3090,,, 401 - 600,$8.11 , 401 - 600,$7.81 ,,,,,,,,,KHDN
HDN,Atlantic HDN,Hayden,CO,945-348-3090,,, 601 - 800,$8.05 , 601 - 800,$7.75 ,,,,,,,,,KHDN
HDN,Atlantic HDN,Hayden,CO,945-348-3090,,, 801 - 1000,$7.98 , 801 - 1000,$7.68 ,,,,,,,,,KHDN
HDN,Atlantic HDN,Hayden,CO,945-348-3090,,,1001+,$7.91 ,1001+,$7.61 ,,,,,,,,,KHDN
HEF,APP Jet Center KHEF,Manassas,VA,703-392-5387,,, 1 - 999,$5.64 , 1 - 999,$5.64 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KHEF
HEF,APP Jet Center KHEF,Manassas,VA,703-392-5387,,, 1000 - 1999,$5.61 , 1000 - 1999,$5.61 ,,,,,,,,,KHEF
HEF,APP Jet Center KHEF,Manassas,VA,703-392-5387,,,2000+,$5.55 ,2000+,$5.55 ,,,,,,,,,KHEF
HEZ,Natchez-Adams County Airport,Natchez,MS,601-442-3142,,,1+,$5.83 ,1+,$5.74 ,All Quantities,$0.15 ,,,All Quantities,$0.15 ,,,KHEZ
HHR,Jet Center Los Angeles,Hawthorne,CA,310-676-4673,,, 1 - 199,$8.24 , 1 - 199,$8.16 ,,,,,,,,,KHHR
HHR,Jet Center Los Angeles,Hawthorne,CA,310-676-4673,,, 200 - 499,$8.15 , 200 - 499,$8.07 ,,,,,,,,,KHHR
HHR,Jet Center Los Angeles,Hawthorne,CA,310-676-4673,,, 500 - 749,$7.70 , 500 - 749,$7.62 ,,,,,,,,,KHHR
HHR,Jet Center Los Angeles,Hawthorne,CA,310-676-4673,,, 750 - 999,$7.60 , 750 - 999,$7.52 ,,,,,,,,,KHHR
HHR,Jet Center Los Angeles,Hawthorne,CA,310-676-4673,,,1000+,$7.50 ,1000+,$7.42 ,,,,,,,,,KHHR
HIB,Hibbing Fuel Facility,Hibbing,MN,218-263-4353,,, 1 - 300,$6.58 , 1 - 300,$6.58 ,1+,$0.15 ,,,1+,$0.15 ,,,KHIB
HIB,Hibbing Fuel Facility,Hibbing,MN,218-263-4353,,, 301 - 600,$6.39 , 301 - 600,$6.39 ,,,,,,,,,KHIB
HIB,Hibbing Fuel Facility,Hibbing,MN,218-263-4353,,, 601 - 900,$6.29 , 601 - 900,$6.29 ,,,,,,,,,KHIB
HIB,Hibbing Fuel Facility,Hibbing,MN,218-263-4353,,, 901 - 1199,$6.09 , 901 - 1199,$6.09 ,,,,,,,,,KHIB
HIB,Hibbing Fuel Facility,Hibbing,MN,218-263-4353,,,1200+,$5.99 ,1200+,$5.99 ,,,,,,,,,KHIB
HIO,Global Aviation Inc,Hillsboro ,OR,503-648-6403,,,All Quantities,$5.82 ,All Quantities,$5.67 ,,,,,,,,,KHIO
HKY,Hickory Regional Airport,Hickory,NC,828-323-7408,,,1+,$6.71 ,1+,$6.71 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KHKY
HNL,Atlantic HNL,Honolulu,HI,945-348-3090,,, 0 - 300,$8.42 , 0 - 300,$8.26 ,,,,,,,,,PHNL
HNL,Atlantic HNL,Honolulu,HI,945-348-3090,,, 301 - 600,$8.04 , 301 - 600,$7.88 ,,,,,,,,,PHNL
HNL,Atlantic HNL,Honolulu,HI,945-348-3090,,, 601 - 900,$7.65 , 601 - 900,$7.50 ,,,,,,,,,PHNL
HNL,Atlantic HNL,Honolulu,HI,945-348-3090,,, 901 - 1200,$7.28 , 901 - 1200,$7.12 ,,,,,,,,,PHNL
HNL,Atlantic HNL,Honolulu,HI,945-348-3090,,, 1201 - 1500,$6.89 , 1201 - 1500,$6.73 ,,,,,,,,,PHNL
HNL,Atlantic HNL,Honolulu,HI,945-348-3090,,,1501+,$6.51 ,1501+,$6.36 ,,,,,,,,,PHNL
HNZ,Fly HNZ,Oxford,NC,919-693-5769,,,All Quantities,$6.81 ,All Quantities,$6.81 ,,,,,,,,,KHNZ
HOU,Wilson Air Center HOU,Houston,TX,713-649-8700,,, 0 - 100,$5.53 , 0 - 100,$5.47 ,,,,,,,,,KHOU
HOU,Wilson Air Center HOU,Houston,TX,713-649-8700,,, 101 - 499,$5.48 , 101 - 499,$5.42 ,,,,,,,,,KHOU
HOU,Wilson Air Center HOU,Houston,TX,713-649-8700,,, 500 - 999,$5.43 , 500 - 999,$5.37 ,,,,,,,,,KHOU
HOU,Wilson Air Center HOU,Houston,TX,713-649-8700,,, 1000 - 1499,$5.33 , 1000 - 1499,$5.27 ,,,,,,,,,KHOU
HOU,Wilson Air Center HOU,Houston,TX,713-649-8700,,,1500+,$5.28 ,1500+,$5.22 ,,,,,,,,,KHOU
HPN,Atlantic HPN,White Plains,NY,945-348-3090,,, 0 - 300,$5.82 , 0 - 300,$5.66 ,,,,,,,,,KHPN
HPN,Atlantic HPN,White Plains,NY,945-348-3090,,, 301 - 600,$5.72 , 301 - 600,$5.57 ,,,,,,,,,KHPN
HPN,Atlantic HPN,White Plains,NY,945-348-3090,,, 601 - 900,$5.61 , 601 - 900,$5.45 ,,,,,,,,,KHPN
HPN,Atlantic HPN,White Plains,NY,945-348-3090,,, 901 - 1200,$5.51 , 901 - 1200,$5.35 ,,,,,,,,,KHPN
HPN,Atlantic HPN,White Plains,NY,945-348-3090,,, 1201 - 1500,$5.39 , 1201 - 1500,$5.23 ,,,,,,,,,KHPN
HPN,Atlantic HPN,White Plains,NY,945-348-3090,,,1501+,$5.29 ,1501+,$5.13 ,,,,,,,,,KHPN
HQZ,City of Mesquite,Mesquite,TX,972-216-4131,,, 1 - 199,$5.87 , 1 - 199,$5.87 ,,,,,,,,,KHQZ
HQZ,City of Mesquite,Mesquite,TX,972-216-4131,,, 200 - 499,$5.68 , 200 - 499,$5.68 ,,,,,,,,,KHQZ
HQZ,City of Mesquite,Mesquite,TX,972-216-4131,,, 500 - 999,$5.48 , 500 - 999,$5.48 ,,,,,,,,,KHQZ
HQZ,City of Mesquite,Mesquite,TX,972-216-4131,,,1000+,$5.38 ,1000+,$5.38 ,,,,,,,,,KHQZ
HRF,Ascension FBO Network - KHRF,Hamilton,MT,307-587-9262,,, 0 - 300,$7.69 , 0 - 300,$7.54 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KHRF
