IATA,ICAO,ST/CO,CITY,FUELER,UPDATED,RESTRICTIONS,BASEFUEL,MIN GALLONS,MAX GALLONS,TOTAL PRICE,NOTES,Taxes Included
YHZ,CYHZ,NS,HALIFAX,SHELL - MILITARY,3/3/2026,Corporate,3.634973,1,26416,4.787468,45 CAD HOOKUP FEE. NO FUEL FEE 100CAD/LIFT. ,No
YHZ,CYHZ,NS,HALIFAX,SHELL AEROCENTER,3/3/2026,Corporate,3.634973,1,26416,4.787468,45 CAD HOOKUP FEE. NO FUEL FEE 100CAD/LIFT. ,Yes
YKA,CYKA,BC,KAMLOOPS,EXECUTIVE FLIGHT CENTRE,3/3/2026,Corporate,2.465245,1,26416,4.261245,Hook Up Fee / Aircraft $55.00 ,No
YKA,CYKA,BC,KAMLOOPS,KAMLOOPS AERO,3/3/2026,Corporate,3.811773,1,26416,4.246921,45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. 100 CAD NO FUEL FEE ,Yes
YKF,CYKF,ON,KITCHENER,CHARTRIGHT AIR INC,3/3/2026,Corporate,3.264453,1,264171,5.916772,"Operating Hours: 0500 to 2100, Callout fee applies for uplifts outside of regular business hours. ",No
YKF,CYKF,ON,KITCHENER,FLITELINE SERVICES,3/3/2026,Corporate,3.940973,1,26416,5.593176,45 CAD HOOKUP FEE ADDITIONAL. 100 CAD NO FUEL FEE. 225 CAD CALL OUT CHARGE ,No
YLS,CYLS,ON,LAKE SIMCOE,AVJET - YLS,3/3/2026,Corporate,CALL,1,99999,CALL,$300CALLOUT FEE WHEN APPLICABLE ,Yes
YLS,CYLS,ON,LAKE SIMCOE,CHARTRIGHT AIR INC - AEG Preferred,3/3/2026,Corporate,3.569753,1,999999,6.807754, ,No
YLW,CYLW,BC,KELOWNA,KELOWNA SHELL AEROCENTRE,3/3/2026,Corporate,4.405773,1,1585,5.199169,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. 100 CAD NO FUEL FEE.
0.025 CAD/LTR ADDITIVE FEE. ",Yes
YLW,CYLW,BC,KELOWNA,KELOWNA SHELL AEROCENTRE,3/3/2026,Corporate,4.405773,1585,264171,4.989169,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. 100 CAD NO FUEL FEE.
0.025 CAD/LTR ADDITIVE FEE. ",Yes
YMM,CYMM,AB,FORT MCMURRAY,EXECUTIVE FLIGHT CENTER,3/3/2026,Corporate,2.532745,1,26416,4.967034,Hook Up Fee / Aircraft $55.00 ,No
YMO,CYMO,ON,MOOSONEE,AIR CREEBEC INC,12/31/2025,Corporate,CALL,1,999999,CALL, ,No
YMT,CYMT,QC,CHIBOUGAMAU,CHIBOUGAMAU-CHAPAIS AIRPORT,3/3/2026,Corporate,4.616327,1,99999,5.911989,$300CALLOUT FEE WHEN APPLICABLE ,Yes
YMX,CYMX,QC,MONTREAL - MIRABEL,HELIBELLULE,3/3/2026,Corporate,3.954487,1,26416,4.673831,$35 CAD HOOKUP FEE. ADDITIONAL ITP OF .20 CAN/LTR BETWEEN 0 - 1000 LITERS. ADDITIONAL ITP OF .10 CAN/LTR BETWEEN 1000 - 4000 LITERS. During closed Hrs minimum 2500 L or 250 $ fee ,Yes
YND,CYND,QC,OTTAWA - GATINEAU,GATINEAU - OTTAWA EXECUTIVE AIRPORT,2/23/2026,Corporate,4.924479,1,99999,5.884591,PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
YOO,CYOO,ON,Oshawa,ENTERPRISE AIRLINES INC,3/3/2026,Corporate,3.677853,1,264,5.713892,"PRICING IS SUBJECT TO CHANGE DAILY AND AT ANY TIME. IN ORDER TO EXEMPT OF FET AND GST/HST A FLIGHT CREW MUST BE PROVIDE PROOF OF EXPORT FROM CANADA BY: K36A OR SUBSTITUTE K36A PER FLIGHT SUBMITTED TO AVFUEL. 
FLIGHT MUST BE FOR THE PURPOSE OF TRANSPORTING PASSENGERS OR GOODS. ",No
YOO,CYOO,ON,Oshawa,ENTERPRISE AIRLINES INC,3/3/2026,Corporate,3.677853,265,396,5.651403,"PRICING IS SUBJECT TO CHANGE DAILY AND AT ANY TIME. IN ORDER TO EXEMPT OF FET AND GST/HST A FLIGHT CREW MUST BE PROVIDE PROOF OF EXPORT FROM CANADA BY: K36A OR SUBSTITUTE K36A PER FLIGHT SUBMITTED TO AVFUEL. 
FLIGHT MUST BE FOR THE PURPOSE OF TRANSPORTING PASSENGERS OR GOODS. ",No
YOO,CYOO,ON,Oshawa,ENTERPRISE AIRLINES INC,3/3/2026,Corporate,3.677853,397,528,5.588914,"PRICING IS SUBJECT TO CHANGE DAILY AND AT ANY TIME. IN ORDER TO EXEMPT OF FET AND GST/HST A FLIGHT CREW MUST BE PROVIDE PROOF OF EXPORT FROM CANADA BY: K36A OR SUBSTITUTE K36A PER FLIGHT SUBMITTED TO AVFUEL. 
FLIGHT MUST BE FOR THE PURPOSE OF TRANSPORTING PASSENGERS OR GOODS. ",No
YOO,CYOO,ON,Oshawa,ENTERPRISE AIRLINES INC,3/3/2026,Corporate,3.677853,529,99999,5.495011,"PRICING IS SUBJECT TO CHANGE DAILY AND AT ANY TIME. IN ORDER TO EXEMPT OF FET AND GST/HST A FLIGHT CREW MUST BE PROVIDE PROOF OF EXPORT FROM CANADA BY: K36A OR SUBSTITUTE K36A PER FLIGHT SUBMITTED TO AVFUEL. 
FLIGHT MUST BE FOR THE PURPOSE OF TRANSPORTING PASSENGERS OR GOODS. ",No
YOW,CYOW,ON,OTTAWA,OTTOWA INTL FACILITIES CORP (OIFCC) -HYDRANT,3/3/2026,Corporate,2.715473,1,264171,3.727301,COMMERCIAL RAMP FUELINGS ONLY. 50 CAD HOOKUP FEE. 50 CAD UPLIFT FEE FOR < 1000 LTRS. WINTER PREMIUM: APPLIES DEC-MAR. SPECIAL USE FEE -TRUCK RACK THROUGHPUT (TPF) 0.040 CAD/LTR ,No
YOW,CYOW,ON,OTTAWA,SHELL AEROCENTER,3/3/2026,Corporate,3.612973,1,1585,4.807292,45 CAD HOOKUP FEE 100 CAD NO FUEL FEE. OVERTIME CHARGES ADDITIONAL. ,Yes
YOW,CYOW,ON,OTTAWA,SHELL AEROCENTER,3/3/2026,Corporate,3.612973,1585,26416,4.581292,45 CAD HOOKUP FEE 100 CAD NO FUEL FEE. OVERTIME CHARGES ADDITIONAL. ,Yes
YOW,CYOW,ON,OTTAWA,SKY SERVICE FBO,3/3/2026,Corporate,3.316753,1,99999,5.129252,"GA AIRCRAFT ONLY. PRICING SUBJECT TO CHANGE AT ANYTIME. ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",No
YPS,CYPD,NS,PORT HAWKESBURY,CELTIC AIR SERVICES,1/8/2026,Corporate,11.394383,1,99999,13.224110,PRICING SUBJECT TO CHANGE AT ANY TIME AND MAY FLUCTUATE WITH EXCHANGE RATES. ,No
YPK,CYPK,BC,Pitt Meadows,INTEGRITY FLIGHT SUPPORT - AEG Preferred,3/2/2026,Corporate,3.453000,1,500,6.184503, ,No
YPK,CYPK,BC,Pitt Meadows,INTEGRITY FLIGHT SUPPORT - AEG Preferred,3/2/2026,Corporate,3.453000,501,1500,6.096408, ,No
YPK,CYPK,BC,Pitt Meadows,INTEGRITY FLIGHT SUPPORT - AEG Preferred,3/2/2026,Corporate,3.453000,1501,999999,6.033408, ,No
YPQ,CYPQ,ON,PETERBOROUGH,STEWART AVIATION,3/3/2026,Corporate,4.234753,1,5000,5.430673,"ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",No
YPQ,CYPQ,ON,PETERBOROUGH,STEWART AVIATION,3/3/2026,Corporate,4.234753,5001,99999,5.430673,"ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",No
YPR,CYPR,BC,PRINCE RUPERT,PRINCE RUPERT AIRPORT AUTH,10/1/2025,Corporate,CALL,1,26416,CALL,PRICING SUBJECT TO CHANGE AT ANY TIME. 70 CAD TRANSFER CHARGE ADDITIONAL. ,No
YQA,CYQA,ON,MUSKOKA,MUSKOKA AIRPORT,3/3/2026,Corporate,4.450953,1,99999,5.494983,"ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",Yes
YQB,CYQB,QC,QUEBEC,AFS EXECUTIVE,3/3/2026,Corporate,3.421300,1,99999,4.156312,"DE-ICING FEE: $0.17 C CDN per liter for Type 1 Fluid, and by $0.09 C CDN per liter for Type 4 Fluid. ",No
YQB,CYQB,QC,QUEBEC,AVJET - YQB - AEG Preferred,3/3/2026,Corporate,3.788396,1,99999,3.871398,$300CALLOUT FEE WHEN APPLICABLE ,Yes
YQB,CYQB,QC,QUEBEC,LUXFBO,3/3/2026,Corporate,3.259253,1,999999,4.606959, ,No
YQB,CYQB,QC,QUEBEC,TRANSOL AVIATION,3/3/2026,Corporate,3.788396,1,99999,3.871398,$300CALLOUT FEE WHEN APPLICABLE. A/C PARKING ON THE TRANSOL RAMP MUST BE NOTED ON FUEL RELEASE. ,Yes
YQF,CYQF,AB,RED DEER,TUCANA AVIATION,2/19/2026,Corporate,4.206349,1,999999,4.576444,"OPERATING HOURS MON-FRI 8AM TO 5PM .CALL OUT FEE  $60.
PRICING SUBJECT TO CHANGE AT ANY TIME AND MAY FLUCTUATE WITH EXCHANGE RATES. ",No
YQG,CYQG,ON,WINDSOR,GATEWAY AVIATION WINDSOR - AEG Preferred,3/3/2026,Corporate,5.377053,1,99999,5.700813,"ADDITIVE NOT INCLUDED
LESS THAN DC-9.

CAN FUEL ON GREAT LAKES FLIGHT CENTER'S RAMP ",No
YQI,CYQI,NS,YARMOUTH,YARMOUTH AIRPORT COMMISSION,3/3/2026,Corporate,4.310553,1,999999,7.643004, ,No
YQK,CYQK,ON,KENORA,KENORA AIRPORT,3/3/2026,Corporate,4.252945,1,1585,5.417888,100 CAD NO FUEL FEE. 225 CAD CALLOUT FEE.$45 Hookup Fee. FUEL WITH AEROJET  / ADDITIVE INCURS HIGHER PRICING. ,Yes
YQK,CYQK,ON,KENORA,KENORA AIRPORT,3/3/2026,Corporate,4.252945,1585,26416,5.191888,100 CAD NO FUEL FEE. 225 CAD CALLOUT FEE.$45 Hookup Fee. FUEL WITH AEROJET  / ADDITIVE INCURS HIGHER PRICING. ,Yes
YQL,CYQL,AB,LETHBRIDGE,AERO SOUTHERN AVIATION,3/3/2026,Corporate,4.067113,1,99999,4.800614,"ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",Yes
YQL,CYQL,AB,LETHBRIDGE,AIR WEST FLIGHT SUPPORT,2/1/2026,Corporate,4.494647,1,264,4.879157,PRICE IS SUBJECT TO CHANGE AT ANY TIME. ,No
YQL,CYQL,AB,LETHBRIDGE,AIR WEST FLIGHT SUPPORT,2/1/2026,Corporate,4.494647,264,264171,4.791117,PRICE IS SUBJECT TO CHANGE AT ANY TIME. ,No
YQM,CYQM,NB,MONCTON,MENZIES - YQM,3/3/2026,Corporate,4.468673,1,26416,5.367854,MTOW < 42KGS AND ALL PART 91 AIRCRAFT. $50 MINIMUM ITP FEE. $150 AFTER HOURS FEE. ,Yes
YQM,CYQM,NB,MONCTON,SHELL AEROCENTER,3/3/2026,Corporate,3.689473,1,1585,4.103870,GA (NARROW BODY) AIRCRAFT ONLY.45 CAD HOOKUP FEE. ,Yes
YQM,CYQM,NB,MONCTON,SHELL AEROCENTER,3/3/2026,Corporate,3.689473,1585,26416,3.903870,GA (NARROW BODY) AIRCRAFT ONLY.45 CAD HOOKUP FEE. ,Yes
YQQ,CYQQ,BC,COMOX,COMOX VALLEY AIRPORT,3/3/2026,Corporate,4.962045,1,1585,6.015248,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE.
100 CAD NO FUEL FEE. ",Yes
YQQ,CYQQ,BC,COMOX,COMOX VALLEY AIRPORT,3/3/2026,Corporate,4.962045,1585,26416,5.805248,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE.
100 CAD NO FUEL FEE. ",Yes
YQR,CYQR,SK,REGINA,KREOS AVIATION,3/3/2026,Corporate,4.007058,1,99999,4.367189,CALL OUT FEE OF $300 MIGHT APPLY. HOURS OF APERATION: SUN-MON 0600-2200. CAN FUEL AT BRANDT AVIATION. FSII $0.03/USG ,No
YQT,CYQT,ON,THUNDER BAY,SKY FILL AVIATION REFUELLING INC,3/3/2026,Corporate,3.397713,1,264171,4.439681,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE.
100 NO FUEL FEE. ",No
YQT,CYQT,ON,THUNDER BAY,THUNDER BAY FLIGHT REFUELING,3/3/2026,Corporate,4.222353,1,99999,4.601054,"ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",Yes
YQU,CYQU,AB,GRAND PRAIRIE,HAPPY GAS INC,3/3/2026,Corporate,5.261853,1,263,5.684723,PRICE SUBJECT TO CHANGE AT ANY TIME. ,No
YQU,CYQU,AB,GRAND PRAIRIE,HAPPY GAS INC,3/3/2026,Corporate,5.261853,264,528,5.547278,PRICE SUBJECT TO CHANGE AT ANY TIME. ,No
YQU,CYQU,AB,GRAND PRAIRIE,HAPPY GAS INC,3/3/2026,Corporate,5.261853,529,26416,5.409833,PRICE SUBJECT TO CHANGE AT ANY TIME. ,No
YQX,CYQX,NL,GANDER,GANDER AVIATION - CORP - AEGConnect,3/3/2026,Corporate,3.642641,1,528,5.445815, ,No
YQX,CYQX,NL,GANDER,GANDER AVIATION - CORP - AEGConnect,3/3/2026,Corporate,3.642641,528,1585,5.413997, ,No
YQX,CYQX,NL,GANDER,GANDER AVIATION - CORP - AEGConnect,3/3/2026,Corporate,3.642641,1585,264171,5.382180, ,No
YQX,CYQX,NL,GANDER,GANDER AVIATION - MILITARY - AEGConnect,3/3/2026,Corporate,3.642641,1,528,5.954889,Military flights only. ,No
YQX,CYQX,NL,GANDER,GANDER AVIATION - MILITARY - AEGConnect,3/3/2026,Corporate,3.642641,528,1585,5.923072,Military flights only. ,No
YQX,CYQX,NL,GANDER,GANDER AVIATION - MILITARY - AEGConnect,3/3/2026,Corporate,3.642641,1585,264171,5.891255,Military flights only. ,No
YQX,CYQX,NL,GANDER,IRVING AVIATION,3/3/2026,Corporate,4.443873,1,26416,4.555973,MTOW < 48KGS AND ALL PART 91 AIRCRAFT. ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR HIGHER AIRPORT FEE. ,Yes
YQX,CYQX,NL,GANDER,WOODWARD AVIATION,3/3/2026,Corporate,4.163953,1,264,5.025683,"ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR .10 CAD/LTR AIRPORT FEE.ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",No
YQX,CYQX,NL,GANDER,WOODWARD AVIATION,3/3/2026,Corporate,4.163953,265,528,4.962318,"ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR .10 CAD/LTR AIRPORT FEE.ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",No
YQX,CYQX,NL,GANDER,WOODWARD AVIATION,3/3/2026,Corporate,4.163953,529,1320,4.898953,"ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR .10 CAD/LTR AIRPORT FEE.ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",No
YQX,CYQX,NL,GANDER,WOODWARD AVIATION,3/3/2026,Corporate,4.163953,1321,3170,4.867213,"ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR .10 CAD/LTR AIRPORT FEE.ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",No
YQX,CYQX,NL,GANDER,WOODWARD AVIATION,3/3/2026,Corporate,4.163953,3171,999999,4.803848,"ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR .10 CAD/LTR AIRPORT FEE.ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",No
YQY,CYQY,NS,SYDNEY,KITPU AVIATION,2/1/2026,Corporate,CALL,1,999999,CALL,"7pm afterhours $150 CAD late call out fee. 
Ramp fees are $350 daily for G450. ",No
YQY,CYQY,NS,SYDNEY,MENZIES - YQY,3/3/2026,Corporate,4.917473,1,99999,6.122241,MTOW < 42KGS AND ALL PART 91 AIRCRAFT. $50 HOOKUP FEE. $150 AFTER HOURS FEE WHEN APPLICABLE. $50 MINIMUM ITP FEE FOR < 167 LTRS. ,Yes
YRQ,CYRQ,QC,TROIS-RIVIERES,AEROPORT TROIS-RIVIERES,3/4/2026,Corporate,5.180900,1,99999,6.179411,PRICE IS SUBJECT TO CHANGE AT ANY TIME. LANDING AND PARKING FEES ARE PASSED THROUGH AS INCCURED. OUTSIDE OPENING HOURS MAY APPLY. PRICING NOT AVAILABLE ON CJET RAMP. All fees associated with services provided for flights destined for the FBO will be invoiced directly to the FBO and not to the airline. The FBO will be responsible for invoicing its clients according to its own terms and conditions. ,No
YRQ,CYRQ,QC,TROIS-RIVIERES,CJET AVIATION INC,3/4/2026,Corporate,4.619350,1,999999,5.533770,TRANSACTION FEES 3%. All fees associated with services provided for flights destined for the FBO will be invoiced directly to the FBO and not to the airline. The FBO will be responsible for invoicing its clients according to its own terms and conditions. ,No
YSB,CYSB,ON,SUDBURY,EXECUTIVE AVIATION - YSB,3/3/2026,Corporate,4.712613,1,99999,6.051300,ADDITIVE NOT INCLUDED ,No
YSB,CYSB,ON,SUDBURY,NORTHERN AVIATION,3/3/2026,Corporate,3.967633,1,1585,4.484504,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE.
100 NO FUEL FEE ",Yes
YSB,CYSB,ON,SUDBURY,NORTHERN AVIATION,3/3/2026,Corporate,3.967633,1585,26416,4.284504,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE.
100 NO FUEL FEE ",Yes
YSC,CYSC,QC,SHERBROOKE,Aéroport de Sherbrooke,3/3/2026,Corporate,4.303070,1,99999,5.170127, ,No
YSJ,CYSJ,NB,ST JOHN,ATLANTIC FLIGHT CENTRE,2/23/2026,Corporate,5.842065,1,99999,6.925186,PRICING SUBJECT TO CHANGE AT ANY TIME. CALLOUT FEE WHEN APPLICABLE. PARKING FEES WAIVED WITH 300 LTR FUEL PURCHASE. ,No
YCM,CYSN,ON,ST CATHERINE'S,ALLIED AVIATION SERVICES,7/3/2025,Corporate,CALL,1,999999,CALL,PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
YTB,CYTB,ON,TILLSONBURG,TILLSONBURG MUNICIPAL,12/31/2025,Corporate,CALL,1,132,CALL,PRICING MAY CHANGE WITHOUT NOTICE ,No
YTB,CYTB,ON,TILLSONBURG,TILLSONBURG MUNICIPAL,12/31/2025,Corporate,CALL,132,26416,CALL,PRICING MAY CHANGE WITHOUT NOTICE ,No
YTH,CYTH,MB,THOMPSON,THOMPSON AIRPORT,3/3/2026,Corporate,3.687613,1,1585,4.675642,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE.
100 NO FURL FEE. ",Yes
YTH,CYTH,MB,THOMPSON,THOMPSON AIRPORT,3/3/2026,Corporate,3.687613,1585,26416,4.465642,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE.
100 NO FURL FEE. ",Yes
YTR,CYTR,ON,QUINTE WEST,TRENTON OPS,2/24/2026,Corporate,2.880020,1,99999,3.588945,MILITARY BASE. 72 HOUR NOTICE REQUIRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
YTS,CYTS,ON,TIMMINS,AIR CREEBEC INC,3/3/2026,Corporate,3.669053,1,99999,5.473226,"PRICING CHANGES DAILY. ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",Yes
YTZ,CYTZ,ON,TORONTO CITY CENTRE,PORTER FBO LIMITED,3/3/2026,Corporate,3.668253,1,99999,5.793086,"ADDITIVE NOT INCLUDED. NO JETS PERMITTED PER CITY ORDINANCE EXCEPT MEDEVAC FLIGHTS.
LESS THAN DC-9 ",No
YUL,CYUL,QC,MONTREAL - DORVAL,AVIATION ETCETERA - AEGConnect,3/3/2026,Corporate,2.875047,1,395,4.486446,"WINTER PREMIUM FEE DEC-MAR APPLICABLE, $0.02 CAD/LTR ",No
YUL,CYUL,QC,MONTREAL - DORVAL,AVIATION ETCETERA - AEGConnect,3/3/2026,Corporate,2.875047,396,264171,4.359205,"WINTER PREMIUM FEE DEC-MAR APPLICABLE, $0.02 CAD/LTR ",No
YUL,CYUL,QC,MONTREAL - DORVAL,SHELL AEROCENTER,3/3/2026,Corporate,3.583413,1,1585,4.739629,45 CAD HOOKUP FEE. 100 CAD NO FUEL FEE.  JET WITH ADDITIVE INCURS HIGHER PRICING. ,Yes
YUL,CYUL,QC,MONTREAL - DORVAL,SHELL AEROCENTER,3/3/2026,Corporate,3.583413,1585,26416,4.509679,45 CAD HOOKUP FEE. 100 CAD NO FUEL FEE.  JET WITH ADDITIVE INCURS HIGHER PRICING. ,Yes
YUL,CYUL,QC,MONTREAL - DORVAL,"SIGNATURE CANADA FBO SERVICES, INC. - YUL",3/3/2026,Corporate,2.784513,1,99999,5.098087, ,No
YUL,CYUL,QC,MONTREAL - DORVAL,SKY SERVICE FBO,3/3/2026,Corporate,3.482693,1,99999,5.173142,"GA AIRCRAFT ONLY. ADDITIVE NOT INCLUDED.
LESS THAN DC-9 ",No
YVB,CYVB,QC,Bonaventure,BONAVENTURE (CYVB),3/3/2026,Corporate,5.351185,1,999999,6.375196, ,No
YVC,CYVC,SK,LA RONGE,NOR-SASK AVIATION,3/3/2026,Corporate,3.823113,1,1585,4.536537,45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. ,Yes
YVC,CYVC,SK,LA RONGE,NOR-SASK AVIATION,3/3/2026,Corporate,3.823113,1585,26416,4.326537,45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. ,Yes
YVO,CYVO,QC,VAL-D'OR,AVJET - YVO,3/3/2026,Corporate,4.097116,1,99999,4.933331,$300CALLOUT FEE WHEN APPLICABLE. CAN FUEL AT HANGAR Q60 ,Yes
YVR,CYVR,BC,VANCOUVER,MILLION AIR - AEGConnect,3/3/2026,Corporate,3.739057,1,999999,5.348664, ,No
YVR,CYVR,BC,VANCOUVER,PLH DUBLIN,3/3/2026,Corporate,2.847031,1,26416,3.691923,$40.00 CAD/Flight Hookup Fee. ,No
YVR,CYVR,BC,VANCOUVER,SIGNATURE AVIATION.,3/3/2026,Corporate,3.420160,1,1585,4.164275,"45 CAD HOOKUP FEE. 100 CAD NO FUEL FEE. AEROJET / ADDITIVE REFUELING ADDITIONAL AND INCURS HIGHER ITP. $150 CAD CALL OUT CHARGE TO FUEL ON  REMOTE , OFF RAMP FUELINGS. ",No
YVR,CYVR,BC,VANCOUVER,SIGNATURE AVIATION.,3/3/2026,Corporate,3.420160,1585,26416,3.954275,"45 CAD HOOKUP FEE. 100 CAD NO FUEL FEE. AEROJET / ADDITIVE REFUELING ADDITIONAL AND INCURS HIGHER ITP. $150 CAD CALL OUT CHARGE TO FUEL ON  REMOTE , OFF RAMP FUELINGS. ",No
YVR,CYVR,BC,VANCOUVER,SKY SERVICE FBO,3/3/2026,Corporate,3.388153,1,1320,4.981531,LESS THAN DC-9 ,No
YVR,CYVR,BC,VANCOUVER,SKY SERVICE FBO,3/3/2026,Corporate,3.388153,1321,999999,4.981531,LESS THAN DC-9 ,No
YWG,CYWG,MB,WINNIPEG,AVFLIGHT WINNIPEG,3/4/2026,Corporate,2.999063,1,793,4.591509,PRICING MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. ,Yes
YWG,CYWG,MB,WINNIPEG,AVFLIGHT WINNIPEG,3/4/2026,Corporate,2.999063,794,1057,4.533444,PRICING MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. ,Yes
YWG,CYWG,MB,WINNIPEG,AVFLIGHT WINNIPEG,3/4/2026,Corporate,2.999063,1058,1321,4.475274,PRICING MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. ,Yes
YWG,CYWG,MB,WINNIPEG,AVFLIGHT WINNIPEG,3/4/2026,Corporate,2.999063,1322,99999,4.300974,PRICING MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. ,Yes
YWG,CYWG,MB,WINNIPEG,FAST AIR JET CENTRE,3/3/2026,Corporate,3.325953,1,99999,4.443995,ADDITIVE NOT INCLUDED. $0.02 CPL additional for additive. LESS THAN DC-9 ,Yes
YWG,CYWG,MB,WINNIPEG,MENZIES AVIATION,3/3/2026,Corporate,2.644599,1,26416,3.160295,$50 CAD MINIMUM FEE FOR UPLIFTS < 1666 LTRS. NOT VALID FOR AIRCRAFT PARKED AT FBO RAMP. 40 CAD HOOKUP FEE. ,Yes
YWG,CYWG,MB,WINNIPEG,SHELL AEROCENTER,3/3/2026,Corporate,3.211113,1,1585,3.959273,"$45 CAD HOOKUP FEE ADDITIONAL. 100 CAD NO FUEL FEE.
Aerojet fuel additional 0.07 per gallon. ",No
YWG,CYWG,MB,WINNIPEG,SHELL AEROCENTER,3/3/2026,Corporate,3.211113,1585,264171,3.749273,"$45 CAD HOOKUP FEE ADDITIONAL. 100 CAD NO FUEL FEE.
Aerojet fuel additional 0.07 per gallon. ",No
YWK,CYWK,NL,WABUSH,APRON FUEL SERVICES,3/3/2026,Corporate,4.490931,1,99999,5.371383, ,No
YWK,CYWK,NL,WABUSH,PAL AERO SERVICES LTD.,3/3/2026,Corporate,4.725733,1,99999,5.704962,$300CALLOUT FEE WHEN APPLICABLE. ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. ,Yes
YWL,CYWL,BC,WILLIAMS LAKE,WILLIAMS LAKE ARPT,2/24/2026,Corporate,4.836816,1,999999,5.252959,PRICING SUBJECT TO CHANGE AT ANY TIME ,No
YXC,CYXC,BC,CRANBROOK,NORMAN G DAKIN ENT,3/3/2026,Corporate,4.651213,1,99999,5.951877,"ADDITIVE NOT INCLUDED
LESS THAN DC-9. PRICING SUBJECT TO CHANGE AT ANY TIME, ITP SUBJECT TO CHANGE AT ANY TIME. ",Yes
YXE,CYXE,SK,SASKATOON,KREOS AVIATION,3/3/2026,Corporate,3.456113,1,1585,4.151187,ADDITIVE NOT INCLUDED. 45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. 100 CAD NO FUEL FEE. ,Yes
YXE,CYXE,SK,SASKATOON,KREOS AVIATION,3/3/2026,Corporate,3.456113,1585,26416,3.941187,ADDITIVE NOT INCLUDED. 45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. 100 CAD NO FUEL FEE. ,Yes
YXE,CYXE,SK,SASKATOON,"LOCKHART AVIATION,INC",3/3/2026,Corporate,3.966553,1,99999,4.906358, ,No
YXE,CYXE,SK,SASKATOON,SHELL AEROCENTER,3/3/2026,Corporate,CALL,1,1585,CALL,45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. 100 CAD NO FUEL FEE. ,Yes
YXE,CYXE,SK,SASKATOON,SHELL AEROCENTER,3/3/2026,Corporate,CALL,1585,26416,CALL,45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. 100 CAD NO FUEL FEE. ,Yes
YXH,CYXH,AB,MEDICINE HAT,SUPER T AVIATION SERVICES,2/19/2026,Corporate,4.822945,1,999999,5.223870,PRICING SUBJECT TO CHANGE AT ANY TIME AND MAY FLUCTUATE WITH EXCHANGE RATES. ,No
