ICAO,FBO,TIER,PRICE,NAME,
SBPA,BR PETROBRAS (FUEL ONLY),1,3.51996,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. AVGAS IS UNAVAILABLE AT SBPA  Petrobras does not supply Venezuelan aircraft,
SBPB,TAM AVIACAO (FUEL ONLY),1,10.46000,,
SBPJ,BR AVIATION (FUEL ONLY),1,5.05265,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBPJ,SHELL/RAIZEN (FUEL ONLY),1,4.52650,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SBPK,BR PETROBRAS (FUEL ONLY),1,6.76365,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBPL,BR PETROBRAS (FUEL ONLY),1,3.95824,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBPS,BR AVIATION CENTER,1,3.60753,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBPV,BR PETROBRAS (FUEL ONLY),1,5.42703,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBRB,BR PETROBRAS (FUEL ONLY),1,5.54475,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBRB,SHELL/RAIZEN (FUEL ONLY),1,5.65800,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SBRF,BR PETROBRAS (FUEL ONLY),1,3.20644,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBRJ,BR PETROBRAS (FUEL ONLY),1,5.84948,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBRJ,SHELL/RAIZEN (FUEL ONLY),1,3.75180,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SBRP,BR PETROBRAS (FUEL ONLY),1,5.49478,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBSG,BR AVIATION (FUEL ONLY),1,3.49306,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBSJ,BR PETROBRAS (FUEL ONLY),1,3.85982,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24-48 HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH. Petrobras does not supply Venezuelan aircraft,
SBSL,BR AVIATION CENTER,1,3.51978,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBSN,BR PETROBRAS (FUEL ONLY),1,4.95763,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBSN,SHELL/RAIZEN (FUEL ONLY),1,4.97680,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SBSP,BR AVIATION CENTER,1,6.51647,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBSP,SHELL/RAIZEN (FUEL ONLY),1,4.56090,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SBSR,SHELL/RAIZEN (FUEL ONLY),1,4.73380,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SBSV,BR PETROBRAS (FUEL ONLY),1,3.37363,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SBTC,BR PETROBRAS (FUEL ONLY),1,4.83764,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS.,
SBTE,BR PETROBRAS (FUEL ONLY),1,5.84153,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS.,
SBTF,BR PETROBRAS (FUEL ONLY),1,5.53870,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS.,
SBTT,BR PETROBRAS (FUEL ONLY),1,5.53491,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBTV,TAM EXECUTIVA,1,11.01000,,
SBUA,BR PETROBRAS (FUEL ONLY),1,5.54097,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SBUL,BR AVIATION CENTER,1,6.53653,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS.,
SBUR,BR PETROBRAS (FUEL ONLY),1,5.56936,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS.,
SBVC,BR AVIATION (FUEL ONLY),1,4.82439,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS.,
SBVH,BR PETROBRAS (FUEL ONLY),1,5.56103,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS.,
SBVT,BR AVIATION CENTER,1,3.83230,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS.  Petrobras does not supply Venezuelan aircraft,
SCAR,AVIASUR FBO,1,4.34000,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL OUTBOUND FLIGHTS.  24 HR NOTICE AND FULL FLIGHT ROUTING REQUIREDDOMESTIC FLIGHTS INCUR 19% LOCAL CHARGE.,
SCAR,ESMAX DISTRIBUCION SPA (FUEL ONLY),1,4.76322,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE WITH EXCHANGE RATE FLUCTUATIONS. 19% VAT APPLIES TO ALL UPLIFTS  ALL FLIGHTS WITH FUEL PROVISIONING IN CHILE ARE SUBJECT TO VAT (19%) REGARDLESS OF THE DESTINATION. THEREFORE IN THIS CASE THE CHARGE OF THIS TAX IS CORRECT.,
SCAT,AVIASUR FBO,1,4.88000,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL OUTBOUND FLIGHTS. DOMESTIC FLIGHTS INCUR 19% LOCAL CHARGE. 24 HR NOTICE AND FULL FLIGHT ROUTING REQUIRED.,
SCBA,AVIASUR FBO,1,5.97000,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL OUTBOUND FLIGHTS. DOMESTIC FLIGHTS INCUR 19% LOCAL CHARGE. 24 HR NOTICE AND FULL FLIGHT ROUTING REQUIRED.,
SCBA,ESMAX CHILE (FUEL ONLY),1,6.09180,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE WITH EXCHANGE RATE FLUCTUATIONS. 19% VAT APPLIES TO ALL UPLIFTS. A MINIMUM OF A 8 HOUR NOTICE REQUIRED PRIOR TO SERVICING FUEL. 25.000CLP+VAT 19% OVERTIME CHARGES SUBJET TO VARIATION AND MAY APPLY FROM MON-SUN FROM 18:01-08:59  ALL FLIGHTS WITH FUEL PROVISIONING IN CHILE ARE SUBJECT TO VAT (19%) REGARDLESS OF THE DESTINATION. THEREFORE IN THIS CASE THE CHARGE OF THIS TAX IS CORRECT.,
SCCF,AVIASUR FBO,1,4.50000,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL OUTBOUND FLIGHTS.DOMESTIC FLIGHTS INCUR 19% LOCAL CHARGE.  24 HR NOTICE AND FULL FLIGHT ROUTING REQUIRED.,
SCCF,ENEX (FUEL ONLY),1,4.72274,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE WITH EXCHANGE RATE FLUCTUATIONS. 19% VAT APPLIES TO ALL UPLIFTS. A MINIMUM OF A 8 HOUR NOTICE REQUIRED PRIOR TO SERVICING FUEL. 62.000CLP+VAT 19% OVERTIME CHARGES SUBJET TO VARIATION AND   MAY APPLY FROM 2301-0659.  ALL FLIGHTS WITH FUEL PROVISIONING IN CHILE ARE SUBJECT TO VAT (19%) REGARDLESS OF THE DESTINATION. THEREFORE IN THIS CASE THE CHARGE OF THIS TAX IS CORRECT.,
SCCI,AVIASUR FBO,1,4.99000,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL OUTBOUND FLIGHTS.  24 HR NOTICE AND FULL FLIGHT ROUTING REQUIRED.DOMESTIC FLIGHTS INCUR 19% LOCAL CHARGE.,
SCDA,AVIASUR FBO,1,4.22000,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL OUTBOUND FLIGHTS. DOMESTIC FLIGHTS INCUR 19% LOCAL CHARGE. 24 HR NOTICE AND FULL FLIGHT ROUTING REQUIRED,
SCDA,ESMAX CHILE (FUEL ONLY),1,4.50794,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE WITH EXCHANGE RATE FLUCTUATIONS. 19% VAT APPLIES TO ALL UPLIFT  ALL FLIGHTS WITH FUEL PROVISIONING IN CHILE ARE SUBJECT TO VAT (19%) REGARDLESS OF THE DESTINATION. THEREFORE IN THIS CASE THE CHARGE OF THIS TAX IS CORRECT.,
SCEL,AVIASUR FBO,1,4.04000,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL OUTBOUND FLIGHTS. DOMESTIC FLIGHTS INCUR 19% LOCAL CHARGE.  24 HR NOTICE AND FULL FLIGHT ROUTING REQUIRED. CAN FUEL AT FBO AEROCARDAL.,
SCFA,AVIASUR FBO,1,4.23000,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL OUTBOUND FLIGHTS.  24 HR NOTICE AND FULL FLIGHT ROUTING REQUIRED DOMESTIC FLIGHTS INCUR 19% LOCAL CHARGE.,
SCFA,ESMAX CHILE (FUEL ONLY),1,4.51852,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE WITH EXCHANGE RATE FLUCTUATIONS. 19% VAT APPLIES TO ALL UPLIFTS  ALL FLIGHTS WITH FUEL PROVISIONING IN CHILE ARE SUBJECT TO VAT (19%) REGARDLESS OF THE DESTINATION. THEREFORE IN THIS CASE THE CHARGE OF THIS TAX IS CORRECT.,
SCIE,AVIASUR FBO,1,4.26000,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL OUTBOUND FLIGHTS.DOMESTIC FLIGHTS INCUR 19% LOCAL CHARGE.  24 HR NOTICE AND FULL FLIGHT ROUTING REQUIRED.,
SCIE,ESMAX LTD (FUEL ONLY),1,4.48013,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE WITH EXCHANGE RATE FLUCTUATIONS. 19% VAT APPLIES TO ALL UPLIFTS. A MINIMUM OF A 8 HOUR NOTICE REQUIRED PRIOR TO SERVICING FUEL. 45.000CLP+VAT 19% OVERTIME CHARGES SUBJET TO VARIATION AND   MAY APPLY FROM SATURDAYS FROM 22:31-00:00. SUN FROM 00:01-7:29  ALL FLIGHTS WITH FUEL PROVISIONING IN CHILE ARE SUBJECT TO VAT (19%) REGARDLESS OF THE DESTINATION. THEREFORE IN THIS CASE THE CHARGE OF THIS TAX IS CORRECT.,
SCIP,EDMUNDS SERVICES EIRL,1,9.12170,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.Minimum Notice Required: 24 Hours prior notice 2) Ramps serviced: All ramps 3) Operating Hrs: Monday to Friday: from 1400 UTC until 2200 UTC // Saturday and Sunday: from 1600 UTC until 2030 UTC // For any Out of hrs: Flight nees prior confirmation and it has an additional cost of US$14.70 per minute,
SCNT,AVIASUR FBO,1,7.72000,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL OUTBOUND FLIGHTS. DOMESTIC FLIGHTS INCUR 19% LOCAL CHARGE.  24 HR NOTICE AND FULL FLIGHT ROUTING REQUIRED.,
SCQP,AVIASUR FBO,1,4.59000,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL OUTBOUND FLIGHTS. DOMESTIC FLIGHTS INCUR 19% LOCAL CHARGE.  24 HR NOTICE AND FULL FLIGHT ROUTING REQUIRED.,
SCSE,AVIASUR FBO,1,4.09000,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL OUTBOUND FLIGHTS.  24 HR NOTICE AND FULL FLIGHT ROUTING REQUIRED.DOMESTIC FLIGHTS INCUR 19% LOCAL CHARGE.,
SCSE,ESMAX CHILE (FUEL ONLY),1,4.62802,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE WITH EXCHANGE RATE FLUCTUATIONS. 19% VAT APPLIES TO ALL UPLIFTS. A MINIMUM OF A 8 HOUR NOTICE REQUIRED PRIOR TO SERVICING FUEL. 45.000CLP+VAT 19% OVERTIME CHARGES SUBJET TO VARIATION AND   MAY APPLY FROM MON-FRI 20:31-08:29 AND SATURDAYS- SUNDAYS FROM 20:31-10:29.  ALL FLIGHTS WITH FUEL PROVISIONING IN CHILE ARE SUBJECT TO VAT (19%) REGARDLESS OF THE DESTINATION. THEREFORE IN THIS CASE THE CHARGE OF THIS TAX IS CORRECT.,
SCTB,COPEC AVIACION,1,8.39810,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL OUTBOUND FLIGHTS.  24 HR NOTICE AND FULL FLIGHT ROUTING REQUIRED.DOMESTIC FLIGHTS INCUR 19% LOCAL CHARGE.,
SCTE,AVIASUR FBO,1,4.15000,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL OUTBOUND FLIGHTS.  24 HR NOTICE AND FULL FLIGHT ROUTING REQUIRED.DOMESTIC FLIGHTS INCUR 19% LOCAL CHARGE.,
SCTE,ESMAX CHILE (FUEL ONLY),1,4.57879,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE WITH EXCHANGE RATE FLUCTUATIONS. 19% VAT APPLIES TO ALL UPLIFTS. A MINIMUM OF A 8 HOUR NOTICE REQUIRED PRIOR TO SERVICING FUEL. 65.000CLP+VAT 19% OVERTIME CHARGES SUBJET TO VARIATION AND   MAY APPLY FROM MON-SUN 22:01-07:59  ALL FLIGHTS WITH FUEL PROVISIONING IN CHILE ARE SUBJECT TO VAT (19%) REGARDLESS OF THE DESTINATION. THEREFORE IN THIS CASE THE CHARGE OF THIS TAX IS CORRECT.,
SDSC,BR AVIATION-,1,5.47926,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SECU,FAYTA (FUEL ONLY),1,3.69168,,
SEGU,EXOLUM,1,3.64731,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. PRICES ARE SUBJECT TO CHANGE WITHOUT NOTICE. IN THE EVENT OF A SPILL A FEE DETERMINED BY THE AIRPORT ADMINISTRATOR WILL BE CHARGED.,
SEGU,JETHANDLING ECUADOR SA,1,3.17498,,
SEMT,JETHANDLING ECUADOR SA,1,3.22996,,
SEMT,PETROECUADOR,1,3.70226,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. PRICES ARE SUBJECT TO CHANGE WITHOUT NOTICE. IN THE EVENT OF A SPILL A FEE DETERMINED BY THE AIRPORT ADMINISTRATOR WILL BE CHARGED.,
SEQM,ALLIED ECUATORIANA (FUEL ONLY),1,4.08019,ALL PASSENGER CHARTER FLIGHTS ARE CONSIDERED AS PRIVATE.,
SEQM,JETHANDLING ECUADOR SA,1,4.18072,,
SEQM,PETROECUADOR (FUEL ONLY),1,4.68005,ALL PASSENGER CHARTER FLIGHTS ARE CONSIDERED AS PRIVATE.PRICES ARE SUBJECT TO CHANGE WITHOUT NOTICE. IN THE EVENT OF A SPILL A FEE DETERMINED BY THE AIRPORT ADMINISTRATOR WILL BE CHARGED.,
SEST,JETHANDLING ECUADOR SA,1,9.62997,,
SGAS,PUMA ENERGY (FUEL ONLY),1,4.06466,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY PUMA WILL NOT ASSIST YV TAIL AIRCRAFT*,
SGAS,ROYAL ENERGY (FUEL ONLY),1,4.30200,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. HANDLING THROUGH ROYAL FBO SERVICE ONLY.,
SGEN,ROYAL ENERGY (FUEL ONLY),1,5.08000,PRICE SUBJECT TO CHANGE AT ANY TIME WITHOUT PRIOR NOTICE. REQUEST MUST BE SUBMITTED 48HRS IN ADVANCE.,
SIAQ,TAM EXECUTIVA (FUEL ONLY),1,8.15000,,
SIMK,BR AVIATION (FUEL ONLY),1,5.15372,BRAZILIAN OPERATORS CANNOT FUEL THRU AEG FUELS WITHIN BRAZIL. 24HR PRIOR NOTIFICATION REQ'D FOR FUEL AUTH M-F. ADDITIONAL LOCAL TAXES AND HIGHER PRICING APPLICABLE FOR DOMESTIC/INTERNAL FLIGHTS. VIBRA DOES NOT SUPPLY AIRCRAFT FROM SANCTIONED COUNTRIES. AIRPORT WITHOUT CUSTOMS,
SKAR,ENERGIZAR (FUEL ONLY),1,6.19400,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. UPLIFTS GREATER THAN 1000 USG REQUIRE 24 HOUR NOTICE TO CONFIRM AVAILABILITY.24 HOUR NOTICE FOR FUEL ORDERS IS REQUIRED  THIS PRICE DOES NOT APPLY TO LOCATIONS OUTSIDE OF THE AIRPORT SUCH AS MILITARY BASES AND/OR AVIATION SCHOOLS. I YOU NEED IT PLEASE ASK TO @AEG FUELS DISPATCH FOR MORE INFORMATION ABOUT IT.,
SKAS,ICARO,1,4.61130,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SKBG,ICARO (FUEL ONLY),1,3.75130,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SKBG,TERPEL (FUEL ONLY),1,3.96582,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. SCHEDULE WORKING CALL IN HOURS 11:00-23:00. PRICE SUBJET TO CHANGE AT ANYTIME.,
SKBO,ALLIED BOGOTA (FUEL ONLY),1,3.70663,NON SCHEDULED FLIGHTS. CORPORATE A/C. IMPORTED FUEL IS SUBJECT TO HIGHER PRICING IF NEEDED FOR UPLIFT. CAN FUEL ON CNP (COLOMBIA NATIONAL POLICE) RAMP AND AEROSUPPORT FBO RAMP48HRS PRIOR APPROVAL IS REQUIRED FOR ANY FLIGHTS COMING OR GOING TO VENEZUELA. Confirmation in writing from the carrier about what the flight  fully complies with US laws. No type of weapons or contraband merchandise is transported.,
SKBQ,ICARO (FUEL ONLY),1,3.54270,,
SKBU,ENERGIZAR (FUEL ONLY),1,6.30600,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN T0 APPLY. UPLIFTS GREATER THAN 1000 USG REQUIRE 24 HOUR NOTICE TO CONFIRM AVAILABILITY.24 HOUR NOTICE FOR FUEL ORDERS IS REQUIRED.   THIS PRICE DOES NOT APPLY TO LOCATIONS OUTSIDE OF THE AIRPORT SUCH AS MILITARY BASES AND/OR AVIATION SCHOOLS. I YOU NEED IT PLEASE ASK TO @AEG FUELS DISPATCH FOR MORE INFORMATION ABOUT IT.,
SKCC,ICARO (FUEL ONLY),1,3.79130,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SKCL,ICARO (FUEL ONLY),1,3.59800,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SKCO,ICARO-A/ICARO DIECISIETE LTDA/TRUCK,1,4.70852,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
SKCU,ICARO-A/ICARO DIECISIETE LTDA/,1,4.82130,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
